reference_id,module_id,status,requirement,source_document,source_section,source_extract_id,notes
BR-REF-0071,M07-M08,FUTURE_1_1_REFERENCE,"Namespace: client_profile.*; Владелец: Block 04; Что разрешено читать банку: participants, household, employment, declared/verified income, assets, down-payment sources, goal; Что запрещено трактовать напрямую: declared income как verified; asset как available down payment автоматически",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§5 Контракт входных данных из блоков №1–4,SRC-DOC-BR-F-00088,Standard/reference only; not a real bank rules pack.
BR-REF-0072,M07-M08,FUTURE_1_1_REFERENCE,Namespace: scenario.*; Владелец: Decision Engine; Что разрешено читать банку: explicit what-if changes only; Что запрещено трактовать напрямую: мутировать confirmed source facts,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§5 Контракт входных данных из блоков №1–4,SRC-DOC-BR-F-00089,Standard/reference only; not a real bank rules pack.
BR-REF-0073,M07-M08,FUTURE_1_1_REFERENCE,Namespace: property.*; Владелец: Future property block; Что разрешено читать банку: verified object facts/price/accreditation/source freshness; Что запрещено трактовать напрямую: invent availability/accreditation,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§5 Контракт входных данных из блоков №1–4,SRC-DOC-BR-F-00090,Standard/reference only; not a real bank rules pack.
BR-REF-0074,M07-M08,FUTURE_1_1_REFERENCE,Namespace: otbasy.*; Владелец: Otbasy Engine; Что разрешено читать банку: deposit/OP/premium/loan-stage outputs; Что запрещено трактовать напрямую: обычная bank formula вместо dedicated engine,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§5 Контракт входных данных из блоков №1–4,SRC-DOC-BR-F-00091,Standard/reference only; not a real bank rules pack.
BR-REF-0075,M07-M08,FUTURE_1_1_REFERENCE,Поле: value / normalized_value; Смысл: точное значение,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§5.1 Quality envelope любого input,SRC-DOC-BR-F-00094,Standard/reference only; not a real bank rules pack.
BR-REF-0076,M07-M08,FUTURE_1_1_REFERENCE,Поле: presence; Смысл: PRESENT / EXPLICIT_ZERO / BLANK / UNKNOWN / NOT_APPLICABLE / UNREADABLE,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§5.1 Quality envelope любого input,SRC-DOC-BR-F-00095,Standard/reference only; not a real bank rules pack.
BR-REF-0077,M07-M08,FUTURE_1_1_REFERENCE,Поле: verification; Смысл: DECLARED / VERIFIED / REVIEWED / CONFLICT / STALE,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§5.1 Quality envelope любого input,SRC-DOC-BR-F-00096,Standard/reference only; not a real bank rules pack.
BR-REF-0078,M07-M08,FUTURE_1_1_REFERENCE,Поле: as_of / checked_at; Смысл: временная точка факта,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§5.1 Quality envelope любого input,SRC-DOC-BR-F-00097,Standard/reference only; not a real bank rules pack.
BR-REF-0079,M07-M08,FUTURE_1_1_REFERENCE,Поле: fresh_until; Смысл: если upstream policy определяет TTL,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§5.1 Quality envelope любого input,SRC-DOC-BR-F-00098,Standard/reference only; not a real bank rules pack.
BR-REF-0080,M07-M08,FUTURE_1_1_REFERENCE,Поле: evidence_refs; Смысл: ссылка на доказательство/источник,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§5.1 Quality envelope любого input,SRC-DOC-BR-F-00099,Standard/reference only; not a real bank rules pack.
BR-REF-0081,M07-M08,FUTURE_1_1_REFERENCE,Поле: snapshot_id + hash; Смысл: воспроизводимость входа,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§5.1 Quality envelope любого input,SRC-DOC-BR-F-00100,Standard/reference only; not a real bank rules pack.
BR-REF-0082,M07-M08,FUTURE_1_1_REFERENCE,"Правило UNKNOWN
UNKNOWN никогда не превращается в 0, false, clean или accepted. Если обязательный input неизвестен, green verdict блокируется. Конкретный итог зависит от unknown_behavior атомарного правила: MANUAL или CONDITIONAL, но не скрытая догадка.: Правило UNKNOWN
UNKNOWN никогда не превращается в 0, false, clean или accepted. Если обязательный input неизвестен, green verdict блокируется. Конкретный итог зависит от unknown_behavior атомарного правила: MANUAL или CONDITIONAL, но не скрытая догадка.",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§5.1 Quality envelope любого input,SRC-DOC-BR-F-00101,Standard/reference only; not a real bank rules pack.
BR-REF-0083,M07-M08,FUTURE_1_1_REFERENCE,rule_kind: COMPARATOR; Когда использовать: одно значение против порога; Пример абстрактно: age_at_maturity <= max_age,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§6 Rule DSL: допустимые формы правила,SRC-DOC-BR-F-00104,Standard/reference only; not a real bank rules pack.
BR-REF-0084,M07-M08,FUTURE_1_1_REFERENCE,"rule_kind: RANGE; Когда использовать: min ≤ value ≤ max; Пример абстрактно: term_months within [min,max]",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§6 Rule DSL: допустимые формы правила,SRC-DOC-BR-F-00105,Standard/reference only; not a real bank rules pack.
BR-REF-0085,M07-M08,FUTURE_1_1_REFERENCE,rule_kind: SET; Когда использовать: значение входит/не входит в перечень; Пример абстрактно: employment_type in accepted_types,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§6 Rule DSL: допустимые формы правила,SRC-DOC-BR-F-00106,Standard/reference only; not a real bank rules pack.
BR-REF-0086,M07-M08,FUTURE_1_1_REFERENCE,rule_kind: DATE_WINDOW; Когда использовать: событие попадает в период; Пример абстрактно: last_dpd_date older than lookback cutoff,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§6 Rule DSL: допустимые формы правила,SRC-DOC-BR-F-00107,Standard/reference only; not a real bank rules pack.
BR-REF-0087,M07-M08,FUTURE_1_1_REFERENCE,rule_kind: FORMULA; Когда использовать: вычисляем производный показатель; Пример абстрактно: bank_adjusted_kdn = obligations / accepted_income,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§6 Rule DSL: допустимые формы правила,SRC-DOC-BR-F-00108,Standard/reference only; not a real bank rules pack.
BR-REF-0088,M07-M08,FUTURE_1_1_REFERENCE,rule_kind: TABLE; Когда использовать: lookup по диапазону/категории; Пример абстрактно: rate by LTV band / OP band,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§6 Rule DSL: допустимые формы правила,SRC-DOC-BR-F-00109,Standard/reference only; not a real bank rules pack.
BR-REF-0089,M07-M08,FUTURE_1_1_REFERENCE,rule_kind: CONDITIONAL; Когда использовать: if/then с явными ветками; Пример абстрактно: if IP then business_age >= X,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§6 Rule DSL: допустимые формы правила,SRC-DOC-BR-F-00110,Standard/reference only; not a real bank rules pack.
BR-REF-0090,M07-M08,FUTURE_1_1_REFERENCE,rule_kind: AGGREGATION; Когда использовать: сумма/макс/количество по коллекции; Пример абстрактно: sum accepted income sources,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§6 Rule DSL: допустимые формы правила,SRC-DOC-BR-F-00111,Standard/reference only; not a real bank rules pack.
BR-REF-0091,M07-M08,FUTURE_1_1_REFERENCE,rule_kind: REQUIREMENT; Когда использовать: нужно evidence/verified fact; Пример абстрактно: income_source verification required,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§6 Rule DSL: допустимые формы правила,SRC-DOC-BR-F-00112,Standard/reference only; not a real bank rules pack.
BR-REF-0092,M07-M08,FUTURE_1_1_REFERENCE,"rule_kind: INFORMATIONAL; Когда использовать: параметр показывается, но verdict не меняет; Пример абстрактно: nominal rate / fee",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§6 Rule DSL: допустимые формы правила,SRC-DOC-BR-F-00113,Standard/reference only; not a real bank rules pack.
BR-REF-0093,M07-M08,FUTURE_1_1_REFERENCE,"rule_kind: MANUAL; Когда использовать: правило существует, но алгоритм не подтверждён; Пример абстрактно: bank_confirmation_required",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§6 Rule DSL: допустимые формы правила,SRC-DOC-BR-F-00114,Standard/reference only; not a real bank rules pack.
BR-REF-0094,M07-M08,FUTURE_1_1_REFERENCE,"Запрет
Никакого LLM-prompt, свободного текста или «AI decides» внутри production rule. AI может помочь редактору извлечь кандидатное правило из документа, но publish требует нормализованный deterministic rule + source + checker + tests.: Запрет
Никакого LLM-prompt, свободного текста или «AI decides» внутри production rule. AI может помочь редактору извлечь кандидатное правило из документа, но publish требует нормализованный deterministic rule + source + checker + tests.",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§6 Rule DSL: допустимые формы правила,SRC-DOC-BR-F-00115,Standard/reference only; not a real bank rules pack.
BR-REF-0095,M07-M08,FUTURE_1_1_REFERENCE,"Класс источника: BANK_CONFIRMED; Пример: подписанное/официальное письменное подтверждение банка или договорный материал; Можно green?: Да, если scope/effective dates/TTL закрыты; Правило: хранить written_confirmation_file/ref + checker",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,"§7 Источники, доказательства и достоверность",SRC-DOC-BR-F-00118,Standard/reference only; not a real bank rules pack.
BR-REF-0096,M07-M08,FUTURE_1_1_REFERENCE,"Класс источника: OFFICIAL_PUBLIC; Пример: официальная страница/тариф/продуктовый документ банка; Можно green?: Да, для того, что явно опубликовано; Правило: точный section/page/quote fragment hash",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,"§7 Источники, доказательства и достоверность",SRC-DOC-BR-F-00119,Standard/reference only; not a real bank rules pack.
BR-REF-0097,M07-M08,FUTURE_1_1_REFERENCE,"Класс источника: REGULATORY; Пример: закон/НПА/официальная норма; Можно green?: Да для regulatory constraint, но не заменяет внутреннюю политику банка; Правило: effective date обязателен",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,"§7 Источники, доказательства и достоверность",SRC-DOC-BR-F-00120,Standard/reference only; not a real bank rules pack.
BR-REF-0098,M07-M08,FUTURE_1_1_REFERENCE,Класс источника: OFFICIAL_PROGRAM_OPERATOR; Пример: официальные правила гос/операторской программы; Можно green?: Да в своём scope; Правило: отдельно от bank internal rule,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,"§7 Источники, доказательства и достоверность",SRC-DOC-BR-F-00121,Standard/reference only; not a real bank rules pack.
BR-REF-0099,M07-M08,FUTURE_1_1_REFERENCE,"Класс источника: OBSERVED; Пример: практика брокера, сообщение менеджера без formal proof; Можно green?: Нет; Правило: observed_requires_confirmation → MANUAL",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,"§7 Источники, доказательства и достоверность",SRC-DOC-BR-F-00122,Standard/reference only; not a real bank rules pack.
BR-REF-0100,M07-M08,FUTURE_1_1_REFERENCE,Класс источника: SECONDARY; Пример: агрегатор/СМИ/форум; Можно green?: Нет; Правило: только discovery clue; source candidate,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,"§7 Источники, доказательства и достоверность",SRC-DOC-BR-F-00123,Standard/reference only; not a real bank rules pack.
BR-REF-0101,M07-M08,FUTURE_1_1_REFERENCE,Класс источника: CONFLICT; Пример: два источника дают несовместимые значения; Можно green?: Нет; Правило: publication/green blocked until resolved,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,"§7 Источники, доказательства и достоверность",SRC-DOC-BR-F-00124,Standard/reference only; not a real bank rules pack.
BR-REF-0102,M07-M08,FUTURE_1_1_REFERENCE,Поле: publisher / title / url_or_document_ref; Требование: кто и что опубликовал; URL либо exact internal file ref,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§7.1 rule_source обязательные поля,SRC-DOC-BR-F-00127,Standard/reference only; not a real bank rules pack.
BR-REF-0103,M07-M08,FUTURE_1_1_REFERENCE,"Поле: published_at; Требование: если известно; UNKNOWN допустим, но не выдумывается",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§7.1 rule_source обязательные поля,SRC-DOC-BR-F-00128,Standard/reference only; not a real bank rules pack.
BR-REF-0104,M07-M08,FUTURE_1_1_REFERENCE,Поле: checked_at; Требование: фактическая дата последней проверки CASA,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§7.1 rule_source обязательные поля,SRC-DOC-BR-F-00129,Standard/reference only; not a real bank rules pack.
BR-REF-0105,M07-M08,FUTURE_1_1_REFERENCE,Поле: validity_scope; Требование: какие параметры/программы/регионы покрывает,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§7.1 rule_source обязательные поля,SRC-DOC-BR-F-00130,Standard/reference only; not a real bank rules pack.
BR-REF-0106,M07-M08,FUTURE_1_1_REFERENCE,Поле: effective_from / effective_to; Требование: если источник задаёт период; иначе отдельный review,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§7.1 rule_source обязательные поля,SRC-DOC-BR-F-00131,Standard/reference only; not a real bank rules pack.
BR-REF-0107,M07-M08,FUTURE_1_1_REFERENCE,Поле: confidence_status; Требование: officially_verified / bank_confirmed / observed_requires_confirmation / stale_requires_review / conflict,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§7.1 rule_source обязательные поля,SRC-DOC-BR-F-00132,Standard/reference only; not a real bank rules pack.
BR-REF-0108,M07-M08,FUTURE_1_1_REFERENCE,Поле: evidence_locator; Требование: page/section/anchor/table row/field,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§7.1 rule_source обязательные поля,SRC-DOC-BR-F-00133,Standard/reference only; not a real bank rules pack.
BR-REF-0109,M07-M08,FUTURE_1_1_REFERENCE,Поле: content_hash; Требование: защита от незаметного изменения source,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§7.1 rule_source обязательные поля,SRC-DOC-BR-F-00134,Standard/reference only; not a real bank rules pack.
BR-REF-0110,M07-M08,FUTURE_1_1_REFERENCE,Поле: reviewer_id; Требование: кто подтвердил интерпретацию,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§7.1 rule_source обязательные поля,SRC-DOC-BR-F-00135,Standard/reference only; not a real bank rules pack.
BR-REF-0111,M07-M08,FUTURE_1_1_REFERENCE,Поле: fresh_until / ttl_policy; Требование: когда правило перестаёт давать green,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§7.1 rule_source обязательные поля,SRC-DOC-BR-F-00136,Standard/reference only; not a real bank rules pack.
BR-REF-0112,M07-M08,FUTURE_1_1_REFERENCE,"Конфликт источников
Не применять автоматический «приоритет источника» молча. Даже более новый источник может относиться к другой программе/региону. CONFLICT создаёт editorial task; до решения версия не публикуется либо конкретный rule остаётся MANUAL.: Конфликт источников
Не применять автоматический «приоритет источника» молча. Даже более новый источник может относиться к другой программе/региону. CONFLICT создаёт editorial task; до решения версия не публикуется либо конкретный rule остаётся MANUAL.",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§7.1 rule_source обязательные поля,SRC-DOC-BR-F-00137,Standard/reference only; not a real bank rules pack.
BR-REF-0113,M07-M08,FUTURE_1_1_REFERENCE,"Опубликованный program_version неизменяем. Любое изменение rule value/expression/source scope, влияющее на результат или отображаемые условия, создаёт новую версию.",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,"§8 Версионность, TTL и изменение правил",SRC-DOC-BR-F-00139,Standard/reference only; not a real bank rules pack.
BR-REF-0114,M07-M08,FUTURE_1_1_REFERENCE,Старый analysis хранит program_version_id и не пересчитывается задним числом.,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,"§8 Версионность, TTL и изменение правил",SRC-DOC-BR-F-00140,Standard/reference only; not a real bank rules pack.
BR-REF-0115,M07-M08,FUTURE_1_1_REFERENCE,Новая версия может открыть/закрыть программу старому клиенту только в новом analysis; интерфейс показывает diff.,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,"§8 Версионность, TTL и изменение правил",SRC-DOC-BR-F-00141,Standard/reference only; not a real bank rules pack.
BR-REF-0116,M07-M08,FUTURE_1_1_REFERENCE,"source_check сохраняет old/new hash, checked_at, status и evidence; CHANGED создаёт candidate diff, но не auto-publish.",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,"§8 Версионность, TTL и изменение правил",SRC-DOC-BR-F-00142,Standard/reference only; not a real bank rules pack.
BR-REF-0117,M07-M08,FUTURE_1_1_REFERENCE,maker не может approve собственную версию; checker обязан видеть rule diff и regression results.,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,"§8 Версионность, TTL и изменение правил",SRC-DOC-BR-F-00143,Standard/reference only; not a real bank rules pack.
BR-REF-0118,M07-M08,FUTURE_1_1_REFERENCE,Класс параметра: intake/queue/quota; Default CASA policy из v2.0: ≤24 ч; при квоте/очереди до 4 ч при официальном канале; Комментарий: конфигурируется по source capability,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,"§8 Версионность, TTL и изменение правил",SRC-DOC-BR-F-00145,Standard/reference only; not a real bank rules pack.
BR-REF-0119,M07-M08,FUTURE_1_1_REFERENCE,Класс параметра: rates/fees/limits; Default CASA policy из v2.0: ≤3 календарных дней либо effective_to документа; Комментарий: изменение сразу блокирует старый green после TTL,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,"§8 Версионность, TTL и изменение правил",SRC-DOC-BR-F-00146,Standard/reference only; not a real bank rules pack.
BR-REF-0120,M07-M08,FUTURE_1_1_REFERENCE,"Класс параметра: eligibility rules; Default CASA policy из v2.0: ≤14 дней либо effective_to документа; Комментарий: не означает, что банк обязан публиковать правило",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,"§8 Версионность, TTL и изменение правил",SRC-DOC-BR-F-00147,Standard/reference only; not a real bank rules pack.
BR-REF-0121,M07-M08,FUTURE_1_1_REFERENCE,Класс параметра: developer/object list; Default CASA policy из v2.0: ≤24 ч; Комментарий: отдельный property source,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,"§8 Версионность, TTL и изменение правил",SRC-DOC-BR-F-00148,Standard/reference only; not a real bank rules pack.
BR-REF-0122,M07-M08,FUTURE_1_1_REFERENCE,Класс параметра: inventory/price; Default CASA policy из v2.0: 15 мин прямой feed; иначе ручное подтверждение в день показа; Комментарий: вне ядра Bank Rules Standard,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,"§8 Версионность, TTL и изменение правил",SRC-DOC-BR-F-00149,Standard/reference only; not a real bank rules pack.
BR-REF-0123,M07-M08,FUTURE_1_1_REFERENCE,rule_result: PASS; Смысл: проверяемое условие выполнено на подтверждённых inputs; Можно использовать для green?: Да,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§9.1 Result одного атомарного правила,SRC-DOC-BR-F-00153,Standard/reference only; not a real bank rules pack.
BR-REF-0124,M07-M08,FUTURE_1_1_REFERENCE,rule_result: FAIL; Смысл: подтверждённое hard condition не выполнено; Можно использовать для green?: Нет; ведёт к INELIGIBLE если HARD,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§9.1 Result одного атомарного правила,SRC-DOC-BR-F-00154,Standard/reference only; not a real bank rules pack.
BR-REF-0125,M07-M08,FUTURE_1_1_REFERENCE,rule_result: CONDITIONAL_PASS; Смысл: условие достижимо/нужно evidence или действие; Можно использовать для green?: Нет как безусловный green,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§9.1 Result одного атомарного правила,SRC-DOC-BR-F-00155,Standard/reference only; not a real bank rules pack.
BR-REF-0126,M07-M08,FUTURE_1_1_REFERENCE,rule_result: UNKNOWN_INPUT; Смысл: обязательный input неизвестен; Можно использовать для green?: Нет,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§9.1 Result одного атомарного правила,SRC-DOC-BR-F-00156,Standard/reference only; not a real bank rules pack.
BR-REF-0127,M07-M08,FUTURE_1_1_REFERENCE,rule_result: MANUAL_REQUIRED; Смысл: rule не автоматизирован/не подтверждён; Можно использовать для green?: Нет,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§9.1 Result одного атомарного правила,SRC-DOC-BR-F-00157,Standard/reference only; not a real bank rules pack.
BR-REF-0128,M07-M08,FUTURE_1_1_REFERENCE,rule_result: STALE_SOURCE; Смысл: источник rule вышел за TTL; Можно использовать для green?: Нет,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§9.1 Result одного атомарного правила,SRC-DOC-BR-F-00158,Standard/reference only; not a real bank rules pack.
BR-REF-0129,M07-M08,FUTURE_1_1_REFERENCE,rule_result: CONFLICT; Смысл: источник/факт конфликтует; Можно использовать для green?: Нет,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§9.1 Result одного атомарного правила,SRC-DOC-BR-F-00159,Standard/reference only; not a real bank rules pack.
BR-REF-0130,M07-M08,FUTURE_1_1_REFERENCE,rule_result: NOT_APPLICABLE; Смысл: rule вне scope этого клиента/объекта; Можно использовать для green?: не влияет,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§9.1 Result одного атомарного правила,SRC-DOC-BR-F-00160,Standard/reference only; not a real bank rules pack.
BR-REF-0131,M07-M08,FUTURE_1_1_REFERENCE,"Условие: есть HARD FAIL на fresh verified rule; Program verdict: INELIGIBLE; Пояснение: причина должна указывать rule_code, фактическое value, threshold, source",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§9.2 Агрегирование в verdict программы,SRC-DOC-BR-F-00163,Standard/reference only; not a real bank rules pack.
BR-REF-0132,M07-M08,FUTURE_1_1_REFERENCE,"Условие: нет HARD FAIL, но есть CONFLICT; Program verdict: CONFLICT; Пояснение: green запрещён",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§9.2 Агрегирование в verdict программы,SRC-DOC-BR-F-00164,Standard/reference only; not a real bank rules pack.
BR-REF-0133,M07-M08,FUTURE_1_1_REFERENCE,"Условие: нет FAIL/CONFLICT, но есть STALE обязательного rule; Program verdict: STALE; Пояснение: нужен recheck source",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§9.2 Агрегирование в verdict программы,SRC-DOC-BR-F-00165,Standard/reference only; not a real bank rules pack.
BR-REF-0134,M07-M08,FUTURE_1_1_REFERENCE,"Условие: нет FAIL, но есть MANUAL_REQUIRED/UNKNOWN обязательного rule; Program verdict: MANUAL; Пояснение: не «подходит»",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§9.2 Агрегирование в verdict программы,SRC-DOC-BR-F-00166,Standard/reference only; not a real bank rules pack.
BR-REF-0135,M07-M08,FUTURE_1_1_REFERENCE,"Условие: нет FAIL/MANUAL, есть исправимое/неподтверждённое conditional condition; Program verdict: CONDITIONAL; Пояснение: показать точное действие/evidence",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§9.2 Агрегирование в verdict программы,SRC-DOC-BR-F-00167,Standard/reference only; not a real bank rules pack.
BR-REF-0136,M07-M08,FUTURE_1_1_REFERENCE,"Условие: все обязательные rules PASS, sources fresh; Program verdict: ELIGIBLE; Пояснение: только «соответствует подтверждённым правилам CASA», не банк approved",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§9.2 Агрегирование в verdict программы,SRC-DOC-BR-F-00168,Standard/reference only; not a real bank rules pack.
BR-REF-0137,M07-M08,FUTURE_1_1_REFERENCE,"Два независимых статуса
program_fit_status (ELIGIBLE/CONDITIONAL/…) и intake_status (OPEN/QUEUE_ONLY/PAUSED/QUOTA_EXHAUSTED/SELECTED_PARTICIPANTS_ONLY/CLOSED/UNKNOWN) хранятся отдельно. «ELIGIBLE + CLOSED» означает соответствует правилам, но сейчас недоступно.: Два независимых статуса
program_fit_status (ELIGIBLE/CONDITIONAL/…) и intake_status (OPEN/QUEUE_ONLY/PAUSED/QUOTA_EXHAUSTED/SELECTED_PARTICIPANTS_ONLY/CLOSED/UNKNOWN) хранятся отдельно. «ELIGIBLE + CLOSED» означает соответствует правилам, но сейчас недоступно.",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,§9.2 Агрегирование в verdict программы,SRC-DOC-BR-F-00169,Standard/reference only; not a real bank rules pack.
BR-REF-0138,M07-M08,FUTURE_1_1_REFERENCE,"Самая важная граница
Блоки №2–4 дают нейтральные факты. Только BANK_RULE решает, какой доход принять, какой платёж/лимит карты учитывать, какие non-credit commitments включать и какой порог нагрузки применить.: Самая важная граница
Блоки №2–4 дают нейтральные факты. Только BANK_RULE решает, какой доход принять, какой платёж/лимит карты учитывать, какие non-credit commitments включать и какой порог нагрузки применить.",05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,"§10 Доход, обязательства и банковский расчёт нагрузки",SRC-DOC-BR-F-00171,Standard/reference only; not a real bank rules pack.
BR-REF-0139,M07-M08,FUTURE_1_1_REFERENCE,Стадия: Upstream facts; Выход: verified/declared income sources; pension facts; canonical obligations/cards/guarantees; Владелец: Blocks 02–04,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,"§10 Доход, обязательства и банковский расчёт нагрузки",SRC-DOC-BR-F-00173,Standard/reference only; not a real bank rules pack.
BR-REF-0140,M07-M08,FUTURE_1_1_REFERENCE,Стадия: Income acceptance rules; Выход: accepted_income_components с rule trace; Владелец: Bank Rules Engine,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,"§10 Доход, обязательства и банковский расчёт нагрузки",SRC-DOC-BR-F-00174,Standard/reference only; not a real bank rules pack.
BR-REF-0141,M07-M08,FUTURE_1_1_REFERENCE,Стадия: Obligation treatment rules; Выход: bank_adjusted_obligations: payment/limit treatment per product; Владелец: Bank Rules Engine,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,"§10 Доход, обязательства и банковский расчёт нагрузки",SRC-DOC-BR-F-00175,Standard/reference only; not a real bank rules pack.
BR-REF-0142,M07-M08,FUTURE_1_1_REFERENCE,Стадия: Affordability formula; Выход: bank_adjusted_kdn/payment-to-income/other method; Владелец: Bank Rules Engine,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,"§10 Доход, обязательства и банковский расчёт нагрузки",SRC-DOC-BR-F-00176,Standard/reference only; not a real bank rules pack.
BR-REF-0143,M07-M08,FUTURE_1_1_REFERENCE,Стадия: Verdict; Выход: PASS/FAIL/MANUAL per affordability rule; Владелец: Decision Engine,05_CASA_Pro_Bank_Rules_Standard_Final_Spec_KZ_2026-08-21,"§10 Доход, обязательства и банковский расчёт нагрузки",SRC-DOC-BR-F-00177,Standard/reference only; not a real bank rules pack.
