requirement_id,release,module_id,module_name,category,subsystem,requirement,expected_behavior,forbidden_behavior,input,output,state_or_status,source_document,source_version,source_section,source_extract_id,acceptance_test_ids,priority,criticality,implementation_layer,dependency,release_gate,open_question,developer_action,qa_evidence,notes
M02-REQ-0246,1.0,M02,Проверка по ИИН,API,§8.3 Enum и инварианты,Поле: automation_mode; Допустимые значения: official_api | official_open_data_api | manual_official | client_authorized_document | approved_integration | prohibited,Поле: automation_mode; Допустимые значения: official_api | official_open_data_api | manual_official | client_authorized_document | approved_integration | prohibited,,,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§8.3 Enum и инварианты,SRC-DOC-M02-P-00365,,,,BACKEND|DATA,,,,,,Canonical source-backed rule
M02-REQ-0247,1.0,M02,Проверка по ИИН,STATE,§8.3 Enum и инварианты,Поле: legal_basis_status.status; Допустимые значения: approved | pending | rejected | expired | not_required_by_counsel,Поле: legal_basis_status.status; Допустимые значения: approved | pending | rejected | expired | not_required_by_counsel,,,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§8.3 Enum и инварианты,SRC-DOC-M02-P-00366,,,,LEGAL,,,,,,Canonical source-backed rule
M02-REQ-0248,1.0,M02,Проверка по ИИН,CONSENT,§8.3 Enum и инварианты,Поле: error.category; Допустимые значения: validation | consent | access | auth | captcha | rate_limit | upstream | schema | evidence | internal,Поле: error.category; Допустимые значения: validation | consent | access | auth | captcha | rate_limit | upstream | schema | evidence | internal,,,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§8.3 Enum и инварианты,SRC-DOC-M02-P-00367,,,,DATA|LEGAL,,,,,,Canonical source-backed rule
M02-REQ-0249,1.0,M02,Проверка по ИИН,STATE,§8.3 Enum и инварианты,"`status=completed` обязателен для outcomes found/not_found/zero/not_applicable. `unknown` допускается при successful response с документированной неопределённостью, но не означает negative finding.","`status=completed` обязателен для outcomes found/not_found/zero/not_applicable. `unknown` допускается при successful response с документированной неопределённостью, но не означает negative finding.",,,,ZERO|NOT_APPLICABLE|UNKNOWN,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§8.3 Enum и инварианты,SRC-DOC-M02-P-00368,,,,MULTI_LAYER,,,,,,Canonical source-backed rule
M02-REQ-0250,1.0,M02,Проверка по ИИН,FORBIDDEN,§8.3 Enum и инварианты,"HTTP 404 КГД из опубликованной API-документации означает «доступ запрещён», а не «субъект не найден». Проверять upstream business code, а не HTTP shortcut.",,"HTTP 404 КГД из опубликованной API-документации означает «доступ запрещён», а не «субъект не найден». Проверять upstream business code, а не HTTP shortcut.",,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§8.3 Enum и инварианты,SRC-DOC-M02-P-00369,,,,BACKEND,,,,,,Canonical source-backed rule
M02-REQ-0251,1.0,M02,Проверка по ИИН,BUSINESS_RULE,§8.3 Enum и инварианты,"`not_found` создаётся только по source-specific no-match contract: например, валидный SCSE001 АИС ОИП. [S06]","`not_found` создаётся только по source-specific no-match contract: например, валидный SCSE001 АИС ОИП. [S06]",,,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§8.3 Enum и инварианты,SRC-DOC-M02-P-00370,,,,MULTI_LAYER,,,,,,Canonical source-backed rule
M02-REQ-0252,1.0,M02,Проверка по ИИН,PROVENANCE,§8.3 Enum и инварианты,ИИН не дублируется в result/evidence/log. Batch хранит borrower ID + keyed HMAC lookup token; сам ИИН — только encrypted borrower vault.,ИИН не дублируется в result/evidence/log. Batch хранит borrower ID + keyed HMAC lookup token; сам ИИН — только encrypted borrower vault.,,,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§8.3 Enum и инварианты,SRC-DOC-M02-P-00371,,,,DATA,,,,,,Canonical source-backed rule
M02-REQ-0253,1.0,M02,Проверка по ИИН,PROVENANCE,§8.3 Enum и инварианты,Raw response по умолчанию не хранится. Хранить normalized allowlist + response/hash/IDs. Если raw обязателен для доказательства — encrypted evidence vault и утверждённый retention policy.,Raw response по умолчанию не хранится. Хранить normalized allowlist + response/hash/IDs. Если raw обязателен для доказательства — encrypted evidence vault и утверждённый retention policy.,,,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§8.3 Enum и инварианты,SRC-DOC-M02-P-00372,,,,DATA,,,,,,Canonical source-backed rule
M02-REQ-0254,1.0,M02,Проверка по ИИН,API,§8.5 API CASA,Метод: POST; Endpoint: /api/v2/mortgage-cases/{case_id}/iin-check-batches; Контракт: Создать batch; требует Idempotency-Key и consent,Метод: POST; Endpoint: /api/v2/mortgage-cases/{case_id}/iin-check-batches; Контракт: Создать batch; требует Idempotency-Key и consent,,,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§8.5 API CASA,SRC-DOC-M02-P-00388,,,,BACKEND|LEGAL,,,,,,Canonical source-backed rule
M02-REQ-0255,1.0,M02,Проверка по ИИН,API,§8.5 API CASA,Метод: GET; Endpoint: /api/v2/iin-check-batches/{batch_id}; Контракт: Batch + coverage; ИИН маскирован,Метод: GET; Endpoint: /api/v2/iin-check-batches/{batch_id}; Контракт: Batch + coverage; ИИН маскирован,,,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§8.5 API CASA,SRC-DOC-M02-P-00389,,,,BACKEND,,,,,,Canonical source-backed rule
M02-REQ-0256,1.0,M02,Проверка по ИИН,API,§8.5 API CASA,Метод: GET; Endpoint: /api/v2/iin-check-batches/{batch_id}/results; Контракт: Поисточниковые results,Метод: GET; Endpoint: /api/v2/iin-check-batches/{batch_id}/results; Контракт: Поисточниковые results,,,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§8.5 API CASA,SRC-DOC-M02-P-00390,,,,BACKEND,,,,,,Canonical source-backed rule
M02-REQ-0257,1.0,M02,Проверка по ИИН,API,§8.5 API CASA,Метод: POST; Endpoint: /api/v2/iin-check-results/{result_id}/retry; Контракт: Только retryable source error; новый attempt,Метод: POST; Endpoint: /api/v2/iin-check-results/{result_id}/retry; Контракт: Только retryable source error; новый attempt,,,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§8.5 API CASA,SRC-DOC-M02-P-00391,,,,BACKEND,,,,,,Canonical source-backed rule
M02-REQ-0258,1.0,M02,Проверка по ИИН,API,§8.5 API CASA,Метод: POST; Endpoint: /api/v2/manual-check-tasks/{task_id}/confirm; Контракт: Actor + observed outcome + evidence; не меняет прошлое,Метод: POST; Endpoint: /api/v2/manual-check-tasks/{task_id}/confirm; Контракт: Actor + observed outcome + evidence; не меняет прошлое,,,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§8.5 API CASA,SRC-DOC-M02-P-00392,,,,BACKEND,,,,,,Canonical source-backed rule
M02-REQ-0259,1.0,M02,Проверка по ИИН,API,§8.5 API CASA,"Метод: POST; Endpoint: /api/v2/iin-check-batches/{batch_id}/refresh; Контракт: Новый batch, старый immutable/superseded","Метод: POST; Endpoint: /api/v2/iin-check-batches/{batch_id}/refresh; Контракт: Новый batch, старый immutable/superseded",,,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§8.5 API CASA,SRC-DOC-M02-P-00393,,,,BACKEND,,,,,,Canonical source-backed rule
M02-REQ-0260,1.0,M02,Проверка по ИИН,STATE,§9 Состояния интерфейса,Состояние: Проверено; Условие: completed + outcome=zero/not_applicable или нейтральный факт; Текст: Проверено • источник • дата; Действие: Открыть детали / обновить; Визуальное правило: Нейтральный teal; иконка + текст,Состояние: Проверено; Условие: completed + outcome=zero/not_applicable или нейтральный факт; Текст: Проверено • источник • дата; Действие: Открыть детали / обновить; Визуальное правило: Нейтральный teal; иконка + текст,,,,ZERO|NOT_APPLICABLE,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§9 Состояния интерфейса,SRC-DOC-M02-P-00396,,,,MULTI_LAYER,,,,,,Canonical source-backed rule
M02-REQ-0261,1.0,M02,Проверка по ИИН,STATE,§9 Состояния интерфейса,Состояние: Не найдено; Условие: completed + документированный not_found; Текст: Записей не найдено в [источник]; Действие: Открыть доказательство / обновить; Визуальное правило: Не писать «чисто/одобрено»,Состояние: Не найдено; Условие: completed + документированный not_found; Текст: Записей не найдено в [источник]; Действие: Открыть доказательство / обновить; Визуальное правило: Не писать «чисто/одобрено»,,,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§9 Состояния интерфейса,SRC-DOC-M02-P-00397,,,,MULTI_LAYER,,,,,,Canonical source-backed rule
M02-REQ-0262,1.0,M02,Проверка по ИИН,STATE,§9 Состояния интерфейса,"Состояние: Найдено; Условие: completed + outcome=found; Текст: Найдена запись • это не решение банка; Действие: Открыть факты; Визуальное правило: Amber, не автоматический красный отказ","Состояние: Найдено; Условие: completed + outcome=found; Текст: Найдена запись • это не решение банка; Действие: Открыть факты; Визуальное правило: Amber, не автоматический красный отказ",,,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§9 Состояния интерфейса,SRC-DOC-M02-P-00398,,,,MULTI_LAYER,,,,,,Canonical source-backed rule
M02-REQ-0263,1.0,M02,Проверка по ИИН,STATE,§9 Состояния интерфейса,Состояние: Требуется ручная проверка; Условие: manual_required; Текст: Нужна ручная проверка на официальном сайте; Действие: Открыть официальный сервис / подтвердить; Визуальное правило: CAPTCHA остаётся человеку,Состояние: Требуется ручная проверка; Условие: manual_required; Текст: Нужна ручная проверка на официальном сайте; Действие: Открыть официальный сервис / подтвердить; Визуальное правило: CAPTCHA остаётся человеку,,,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§9 Состояния интерфейса,SRC-DOC-M02-P-00399,,,,MULTI_LAYER,,,,,,Canonical source-backed rule
M02-REQ-0264,1.0,M02,Проверка по ИИН,CONSENT,§9 Состояния интерфейса,Состояние: Нужно согласие; Условие: consent_required; Текст: Нужно согласие клиента; запросы не выполнялись; Действие: Запросить согласие; Визуальное правило: Блокирует вызов,Состояние: Нужно согласие; Условие: consent_required; Текст: Нужно согласие клиента; запросы не выполнялись; Действие: Запросить согласие; Визуальное правило: Блокирует вызов,,,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§9 Состояния интерфейса,SRC-DOC-M02-P-00400,,,,LEGAL,,,,,,Canonical source-backed rule
M02-REQ-0265,1.0,M02,Проверка по ИИН,STATE,§9 Состояния интерфейса,Состояние: Источник недоступен; Условие: source_unavailable; Текст: Источник временно недоступен; Действие: Повторить / ручная проверка; Визуальное правило: Не показывать not_found,Состояние: Источник недоступен; Условие: source_unavailable; Текст: Источник временно недоступен; Действие: Повторить / ручная проверка; Визуальное правило: Не показывать not_found,,,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§9 Состояния интерфейса,SRC-DOC-M02-P-00401,,,,MULTI_LAYER,,,,,,Canonical source-backed rule
M02-REQ-0266,1.0,M02,Проверка по ИИН,STATE,§9 Состояния интерфейса,"Состояние: Источник устарел; Условие: stale или now > fresh_until; Текст: Результат устарел; Действие: Обновить; Визуальное правило: Старый факт виден с датой, но coverage не complete","Состояние: Источник устарел; Условие: stale или now > fresh_until; Текст: Результат устарел; Действие: Обновить; Визуальное правило: Старый факт виден с датой, но coverage не complete",,,,STALE,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§9 Состояния интерфейса,SRC-DOC-M02-P-00402,,,,MULTI_LAYER,,,,,,Canonical source-backed rule
M02-REQ-0267,1.0,M02,Проверка по ИИН,STATE,§9 Состояния интерфейса,Состояние: Юридический статус не подтверждён; Условие: legal_unconfirmed; Текст: Автоматическая проверка недоступна: правовой допуск не подтверждён; Действие: Ручной разрешённый путь / нет действия; Визуальное правило: Admin видит approval ID/gate,Состояние: Юридический статус не подтверждён; Условие: legal_unconfirmed; Текст: Автоматическая проверка недоступна: правовой допуск не подтверждён; Действие: Ручной разрешённый путь / нет действия; Визуальное правило: Admin видит approval ID/gate,,,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§9 Состояния интерфейса,SRC-DOC-M02-P-00403,,,,LEGAL,,,,,,Canonical source-backed rule
M02-REQ-0268,1.0,M02,Проверка по ИИН,API,§9 Состояния интерфейса,Состояние: Нужен доступ; Условие: access_required; Текст: Нет API-токена/одобрения владельца; Действие: Admin: настроить источник; Визуальное правило: Риелтору — безопасный текст,Состояние: Нужен доступ; Условие: access_required; Текст: Нет API-токена/одобрения владельца; Действие: Admin: настроить источник; Визуальное правило: Риелтору — безопасный текст,,,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§9 Состояния интерфейса,SRC-DOC-M02-P-00404,,,,BACKEND,,,,,,Canonical source-backed rule
M02-REQ-0269,1.0,M02,Проверка по ИИН,FORBIDDEN,§9 Состояния интерфейса,Состояние: Запрещено; Условие: not_allowed; Текст: Эта проверка не используется CASA; Действие: Нет; Визуальное правило: Обычно скрыта; audit/admin only,,Состояние: Запрещено; Условие: not_allowed; Текст: Эта проверка не используется CASA; Действие: Нет; Визуальное правило: Обычно скрыта; audit/admin only,,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§9 Состояния интерфейса,SRC-DOC-M02-P-00405,,,,MULTI_LAYER,,,,,,Canonical source-backed rule
M02-REQ-0270,1.0,M02,Проверка по ИИН,STATE,§9 Состояния интерфейса,Состояние: Выполняется; Условие: queued/running; Текст: Проверяем официальный источник…; Действие: Отмена не гарантирует отмену upstream; refresh disabled; Визуальное правило: Progress + source name,Состояние: Выполняется; Условие: queued/running; Текст: Проверяем официальный источник…; Действие: Отмена не гарантирует отмену upstream; refresh disabled; Визуальное правило: Progress + source name,,,,DISABLED,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§9 Состояния интерфейса,SRC-DOC-M02-P-00406,,,,MULTI_LAYER,,,,,,Canonical source-backed rule
M02-REQ-0271,1.0,M02,Проверка по ИИН,STATE,§9 Состояния интерфейса,Состояние: Ошибка схемы/доказательства; Условие: error; Текст: Результат не подтверждён; Действие: Повторить / отправить на review; Визуальное правило: Не превращать в unknown/not_found,Состояние: Ошибка схемы/доказательства; Условие: error; Текст: Результат не подтверждён; Действие: Повторить / отправить на review; Визуальное правило: Не превращать в unknown/not_found,,,,UNKNOWN,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§9 Состояния интерфейса,SRC-DOC-M02-P-00407,,,,MULTI_LAYER,,,,,,Canonical source-backed rule
M02-REQ-0272,1.0,M02,Проверка по ИИН,VALIDATION,Карточка источника — обязательный состав,Название проверки и владелец источника.,Название проверки и владелец источника.,,,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,Карточка источника — обязательный состав,SRC-DOC-M02-P-00409,,,,MULTI_LAYER,,,,,,Canonical source-backed rule
M02-REQ-0273,1.0,M02,Проверка по ИИН,API,Карточка источника — обязательный состав,Официальная ссылка и тип канала: API / ручной / клиент-авторизованный.,Официальная ссылка и тип канала: API / ручной / клиент-авторизованный.,,,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,Карточка источника — обязательный состав,SRC-DOC-M02-P-00412,,,,BACKEND,,,,,,Canonical source-backed rule
M02-REQ-0274,1.0,M02,Проверка по ИИН,STATE,Карточка источника — обязательный состав,Evidence status: автоматически подтверждено / подтверждено оператором / отсутствует.,Evidence status: автоматически подтверждено / подтверждено оператором / отсутствует.,,,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,Карточка источника — обязательный состав,SRC-DOC-M02-P-00413,,,,MULTI_LAYER,,,,,,Canonical source-backed rule
M02-REQ-0275,1.0,M02,Проверка по ИИН,STATE,Карточка источника — обязательный состав,"CTA, разрешённый для текущего состояния; не более одного primary CTA.","CTA, разрешённый для текущего состояния; не более одного primary CTA.",,,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,Карточка источника — обязательный состав,SRC-DOC-M02-P-00414,,,,MULTI_LAYER,,,,,,Canonical source-backed rule
M02-REQ-0276,1.0,M02,Проверка по ИИН,CONSENT,"A. Идентификация, согласие и доступ",ID: T-001; Условие: ИИН не 12 цифр/не проходит контрольный разряд; Ожидаемый результат: Ни одного внешнего вызова; VALIDATION_ERROR.,ID: T-001; Условие: ИИН не 12 цифр/не проходит контрольный разряд; Ожидаемый результат: Ни одного внешнего вызова; VALIDATION_ERROR.,,,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,"A. Идентификация, согласие и доступ",SRC-DOC-M02-P-00418,,,,MULTI_LAYER,,,,,,Canonical source-backed rule
M02-REQ-0277,1.0,M02,Проверка по ИИН,CONSENT,"A. Идентификация, согласие и доступ","ID: T-002; Условие: Структура ИИН выглядит как дата/пол, но контрольный разряд валиден; Ожидаемый результат: CASA не выводит дату/пол из цифр; использует подтверждённые поля клиента.","ID: T-002; Условие: Структура ИИН выглядит как дата/пол, но контрольный разряд валиден; Ожидаемый результат: CASA не выводит дату/пол из цифр; использует подтверждённые поля клиента.",,,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,"A. Идентификация, согласие и доступ",SRC-DOC-M02-P-00419,,,,MULTI_LAYER,,,,,,Canonical source-backed rule
M02-REQ-0278,1.0,M02,Проверка по ИИН,CONSENT,"A. Идентификация, согласие и доступ",ID: T-003; Условие: Consent отсутствует/истёк/отозван; Ожидаемый результат: BLOCKED_CONSENT; request count=0.,ID: T-003; Условие: Consent отсутствует/истёк/отозван; Ожидаемый результат: BLOCKED_CONSENT; request count=0.,,,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,"A. Идентификация, согласие и доступ",SRC-DOC-M02-P-00420,,,,LEGAL,,,,,,Canonical source-backed rule
M02-REQ-0279,1.0,M02,Проверка по ИИН,CONSENT,"A. Идентификация, согласие и доступ","ID: T-004; Условие: Consent на OCR, но не на official registry checks; Ожидаемый результат: Запуск заблокирован; purpose mismatch.","ID: T-004; Условие: Consent на OCR, но не на official registry checks; Ожидаемый результат: Запуск заблокирован; purpose mismatch.",,,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,"A. Идентификация, согласие и доступ",SRC-DOC-M02-P-00421,,,,PARSER|LEGAL,,,,,,Canonical source-backed rule
M02-REQ-0280,1.0,M02,Проверка по ИИН,CONSENT,"A. Идентификация, согласие и доступ","ID: T-005; Условие: Credentials есть, legal flag off; Ожидаемый результат: Connector не вызывается; LEGAL_UNCONFIRMED.","ID: T-005; Условие: Credentials есть, legal flag off; Ожидаемый результат: Connector не вызывается; LEGAL_UNCONFIRMED.",,,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,"A. Идентификация, согласие и доступ",SRC-DOC-M02-P-00422,,,,LEGAL,,,,,,Canonical source-backed rule
M02-REQ-0281,1.0,M02,Проверка по ИИН,CONSENT,"A. Идентификация, согласие и доступ","ID: T-006; Условие: Legal flag on, token отсутствует; Ожидаемый результат: ACCESS_REQUIRED; manual fallback.","ID: T-006; Условие: Legal flag on, token отсутствует; Ожидаемый результат: ACCESS_REQUIRED; manual fallback.",,,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,"A. Идентификация, согласие и доступ",SRC-DOC-M02-P-00423,,,,LEGAL,,,,,,Canonical source-backed rule
M02-REQ-0282,1.0,M02,Проверка по ИИН,CONSENT,"A. Идентификация, согласие и доступ",ID: T-007; Условие: Два участника; Ожидаемый результат: Согласие первого не покрывает второго; отдельные batches/subjects.,ID: T-007; Условие: Два участника; Ожидаемый результат: Согласие первого не покрывает второго; отдельные batches/subjects.,,,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,"A. Идентификация, согласие и доступ",SRC-DOC-M02-P-00424,,,,LEGAL,,,,,,Canonical source-backed rule
M02-REQ-0283,1.0,M02,Проверка по ИИН,CONSENT,"A. Идентификация, согласие и доступ",ID: T-008; Условие: ИИН исправлен после проверки; Ожидаемый результат: Старый batch immutable и остаётся у старой identity_version; создаётся новый.,ID: T-008; Условие: ИИН исправлен после проверки; Ожидаемый результат: Старый batch immutable и остаётся у старой identity_version; создаётся новый.,,,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,"A. Идентификация, согласие и доступ",SRC-DOC-M02-P-00425,,,,MULTI_LAYER,,,,,,Canonical source-backed rule
M02-REQ-0284,1.0,M02,Проверка по ИИН,FORBIDDEN,C. Надёжность и свежесть,"ID: T-023; Условие: Один из 7 источников unavailable, остальные negative; Ожидаемый результат: Batch PARTIAL; общий «записей нет» запрещён.",,"ID: T-023; Условие: Один из 7 источников unavailable, остальные negative; Ожидаемый результат: Batch PARTIAL; общий «записей нет» запрещён.",,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,C. Надёжность и свежесть,SRC-DOC-M02-P-00444,,,,MULTI_LAYER,,,,,,Canonical source-backed rule
M02-REQ-0285,1.0,M02,Проверка по ИИН,VALIDATION,C. Надёжность и свежесть,ID: T-024; Условие: Все обязательные sources valid negative/zero; Ожидаемый результат: Только тогда COMPLETE_NO_RECORDS.,ID: T-024; Условие: Все обязательные sources valid negative/zero; Ожидаемый результат: Только тогда COMPLETE_NO_RECORDS.,,,,ZERO,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,C. Надёжность и свежесть,SRC-DOC-M02-P-00445,,,,MULTI_LAYER,,,,,,Canonical source-backed rule
M02-REQ-0286,1.0,M02,Проверка по ИИН,BUSINESS_RULE,C. Надёжность и свежесть,ID: T-025; Условие: Есть найденная запись и все sources complete; Ожидаемый результат: COMPLETE_FACTS_FOUND; не bank decline.,ID: T-025; Условие: Есть найденная запись и все sources complete; Ожидаемый результат: COMPLETE_FACTS_FOUND; не bank decline.,,,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,C. Надёжность и свежесть,SRC-DOC-M02-P-00446,,,,MULTI_LAYER,,,,,,Canonical source-backed rule
M02-REQ-0287,1.0,M02,Проверка по ИИН,BUSINESS_RULE,C. Надёжность и свежесть,ID: T-026; Условие: fresh_until прошёл на одном обязательном result; Ожидаемый результат: Batch STALE; refresh CTA.,ID: T-026; Условие: fresh_until прошёл на одном обязательном result; Ожидаемый результат: Batch STALE; refresh CTA.,,,,STALE,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,C. Надёжность и свежесть,SRC-DOC-M02-P-00447,,,,MULTI_LAYER,,,,,,Canonical source-backed rule
M02-REQ-0288,1.0,M02,Проверка по ИИН,BUSINESS_RULE,C. Надёжность и свежесть,ID: T-027; Условие: Двойной клик с одним Idempotency-Key; Ожидаемый результат: Один batch/набор вызовов.,ID: T-027; Условие: Двойной клик с одним Idempotency-Key; Ожидаемый результат: Один batch/набор вызовов.,,,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,C. Надёжность и свежесть,SRC-DOC-M02-P-00448,,,,MULTI_LAYER,,,,,,Canonical source-backed rule
M02-REQ-0289,1.0,M02,Проверка по ИИН,BUSINESS_RULE,C. Надёжность и свежесть,"ID: T-028; Условие: Повторный click без force, свежий complete batch; Ожидаемый результат: Возвращается existing batch/предупреждение; нет лишних upstream calls.","ID: T-028; Условие: Повторный click без force, свежий complete batch; Ожидаемый результат: Возвращается existing batch/предупреждение; нет лишних upstream calls.",,,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,C. Надёжность и свежесть,SRC-DOC-M02-P-00449,,,,MULTI_LAYER,,,,,,Canonical source-backed rule
M02-REQ-0290,1.0,M02,Проверка по ИИН,BUSINESS_RULE,C. Надёжность и свежесть,ID: T-029; Условие: Rate limit upstream; Ожидаемый результат: Retry-After/backoff; no busy loop; manual fallback.,ID: T-029; Условие: Rate limit upstream; Ожидаемый результат: Retry-After/backoff; no busy loop; manual fallback.,,,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,C. Надёжность и свежесть,SRC-DOC-M02-P-00450,,,,MULTI_LAYER,,,,,,Canonical source-backed rule
M02-REQ-0291,1.0,M02,Проверка по ИИН,ERROR,C. Надёжность и свежесть,ID: T-030; Условие: Schema drift/неизвестный enum; Ожидаемый результат: Quarantine result + SCHEMA_ERROR; raw hash/response ID для review.,ID: T-030; Условие: Schema drift/неизвестный enum; Ожидаемый результат: Quarantine result + SCHEMA_ERROR; raw hash/response ID для review.,,,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,C. Надёжность и свежесть,SRC-DOC-M02-P-00451,,,,DATA,,,,,,Canonical source-backed rule
M02-REQ-0292,1.0,M02,Проверка по ИИН,BUSINESS_RULE,C. Надёжность и свежесть,ID: T-031; Условие: Manual task истёк; Ожидаемый результат: manual_required/stale; прошлое confirmation не переписывается.,ID: T-031; Условие: Manual task истёк; Ожидаемый результат: manual_required/stale; прошлое confirmation не переписывается.,,,,STALE,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,C. Надёжность и свежесть,SRC-DOC-M02-P-00452,,,,MULTI_LAYER,,,,,,Canonical source-backed rule
M02-REQ-0293,1.0,M02,Проверка по ИИН,API,"D. Безопасность, privacy и аудит","ID: T-032; Условие: Проверка application logs/APM/error traces; Ожидаемый результат: Полный ИИН, API keys, X-Portal-Token, OTP, raw payload отсутствуют.","ID: T-032; Условие: Проверка application logs/APM/error traces; Ожидаемый результат: Полный ИИН, API keys, X-Portal-Token, OTP, raw payload отсутствуют.",,,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,"D. Безопасность, privacy и аудит",SRC-DOC-M02-P-00455,,,,BACKEND,,,,,,Canonical source-backed rule
M02-REQ-0294,1.0,M02,Проверка по ИИН,SECURITY,"D. Безопасность, privacy и аудит","ID: T-033; Условие: Прямой ID result из другого tenant; Ожидаемый результат: 404/deny; ни masked data, ни existence leak.","ID: T-033; Условие: Прямой ID result из другого tenant; Ожидаемый результат: 404/deny; ни masked data, ни existence leak.",,,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,"D. Безопасность, privacy и аудит",SRC-DOC-M02-P-00456,,,,DATA|SECURITY,,,,,,Canonical source-backed rule
M02-REQ-0295,1.0,M02,Проверка по ИИН,SECURITY,"D. Безопасность, privacy и аудит",ID: T-034; Условие: Manual URL; Ожидаемый результат: ИИН не помещается в query/path/referrer; пользователь вводит его на официальном сайте.,ID: T-034; Условие: Manual URL; Ожидаемый результат: ИИН не помещается в query/path/referrer; пользователь вводит его на официальном сайте.,,,,,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,"D. Безопасность, privacy и аудит",SRC-DOC-M02-P-00457,,,,MULTI_LAYER,,,,,,Canonical source-backed rule
