contract_id,module_id,object_name,field_name,field_path,contract_version,type,unit,required,nullable,allowed_states,source_owner,meaning,must_not_mean,validation,versioning,provenance_required,evidence_required,source_documents,source_sections,source_extract_ids,notes
DC-M03-CAN-0016,M03,credit_obligation,Текущий остаток,credit_obligation.текущий_остаток,,,KZT,,TRUE,UNKNOWN,M03,"4 737 798,64 ₸ | Точно по валюте; если critical amount UNKNOWN — итог UNKNOWN.",,,,,,M03_CASA_Pro_Credit_History_Implementation_and_Acceptance_v1.1,Карточка «Текущие обязательства»,SRC-DOC-M03-I-00094,"Показатель: Текущий остаток; Пример для fixture: 4 737 798,64 ₸; Правило отображения: Точно по валюте; если critical amount UNKNOWN — итог UNKNOWN."
DC-M03-CAN-0017,M03,credit_report,credit_report_balance_component,credit_report.credit_report_balance_component,,,,,,,M03,Компонент баланса: current/overdue/written_off/forgiven | Ключ type+as_of+currency,,,,,,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,§8.1 Сущности,SRC-DOC-M03-P-00302,Сущность: credit_report_balance_component; Назначение: Компонент баланса: current/overdue/written_off/forgiven; Ключевой инвариант: Ключ type+as_of+currency
DC-M03-CAN-0018,M03,credit_report,credit_report_contract_record,credit_report.credit_report_contract_record,,,,,,,M03,Один напечатанный блок договора | Никогда не удаляется после dedup,Один напечатанный блок договора | Никогда не удаляется после dedup,,,,,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,§8.1 Сущности,SRC-DOC-M03-P-00301,Сущность: credit_report_contract_record; Назначение: Один напечатанный блок договора; Ключевой инвариант: Никогда не удаляется после dedup
DC-M03-CAN-0019,M03,credit_report,credit_report_delinquency_observation,credit_report.credit_report_delinquency_observation,,,MONTH,TRUE,,,M03,"Current, lifetime max или monthly наблюдение | observation_kind обязателен",,,,,,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,§8.1 Сущности,SRC-DOC-M03-P-00303,"Сущность: credit_report_delinquency_observation; Назначение: Current, lifetime max или monthly наблюдение; Ключевой инвариант: observation_kind обязателен"
DC-M03-CAN-0020,M03,credit_report,credit_report_document,credit_report.credit_report_document,,,,,,,M03,Логический отчёт в деле | Не хранит mutable extraction,Логический отчёт в деле | Не хранит mutable extraction,,,,,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,§8.1 Сущности,SRC-DOC-M03-P-00294,Сущность: credit_report_document; Назначение: Логический отчёт в деле; Ключевой инвариант: Не хранит mutable extraction
DC-M03-CAN-0021,M03,credit_report,credit_report_document_version,credit_report.credit_report_document_version,,,,,,,M03,"Immutable байты, hash, metadata, статусы | Версия всегда привязана к case/participant; SHA-256 даёт duplicate signal, но не склеивает дела","Immutable байты, hash, metadata, статусы | Версия всегда привязана к case/participant; SHA-256 даёт duplicate signal, но не склеивает дела",,"Immutable байты, hash, metadata, статусы | Версия всегда привязана к case/participant; SHA-256 даёт duplicate signal, но не склеивает дела",,,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,§8.1 Сущности,SRC-DOC-M03-P-00295,"Сущность: credit_report_document_version; Назначение: Immutable байты, hash, metadata, статусы; Ключевой инвариант: Версия всегда привязана к case/participant; SHA-256 даёт duplicate signal, но не склеивает дела"
DC-M03-CAN-0022,M03,credit_report,credit_report_embedded_external_fact,credit_report.credit_report_embedded_external_fact,,,,,,,M03,Госсведение внутри ПКО | Не входит в credit metrics,Госсведение внутри ПКО | Не входит в credit metrics,,,,,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,§8.1 Сущности,SRC-DOC-M03-P-00306,Сущность: credit_report_embedded_external_fact; Назначение: Госсведение внутри ПКО; Ключевой инвариант: Не входит в credit metrics
DC-M03-CAN-0023,M03,credit_report,credit_report_evidence,credit_report.credit_report_evidence,,,,,,,M03,Ссылка на page+bbox+render crop+text span+hash | Любой факт имеет evidence,,,,TRUE,TRUE,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,§8.1 Сущности,SRC-DOC-M03-P-00298,Сущность: credit_report_evidence; Назначение: Ссылка на page+bbox+render crop+text span+hash; Ключевой инвариант: Любой факт имеет evidence
DC-M03-CAN-0024,M03,credit_report,credit_report_extracted_field,credit_report.credit_report_extracted_field,,,,,,,M03,Raw/normalized/presence/confidence/validation/review | Исправление создаёт новую revision,,Raw/normalized/presence/confidence/validation/review | Исправление создаёт новую revision,,,,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,§8.1 Сущности,SRC-DOC-M03-P-00299,Сущность: credit_report_extracted_field; Назначение: Raw/normalized/presence/confidence/validation/review; Ключевой инвариант: Исправление создаёт новую revision
DC-M03-CAN-0025,M03,credit_report,credit_report_page,credit_report.credit_report_page,,,,,,,M03,"Страница, page role, text/OCR coverage, footer number | Непрерывная нумерация проверяется",,"Страница, page role, text/OCR coverage, footer number | Непрерывная нумерация проверяется",,,,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,§8.1 Сущности,SRC-DOC-M03-P-00296,"Сущность: credit_report_page; Назначение: Страница, page role, text/OCR coverage, footer number; Ключевой инвариант: Непрерывная нумерация проверяется"
DC-M03-CAN-0026,M03,credit_report,credit_report_parse_run,credit_report.credit_report_parse_run,,,,,,,M03,Запуск parser/OCR с версиями и метриками | Два run не перезаписываются,Запуск parser/OCR с версиями и метриками | Два run не перезаписываются,,,,,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,§8.1 Сущности,SRC-DOC-M03-P-00297,Сущность: credit_report_parse_run; Назначение: Запуск parser/OCR с версиями и метриками; Ключевой инвариант: Два run не перезаписываются
DC-M03-CAN-0027,M03,credit_report,credit_report_profile_snapshot,credit_report.credit_report_profile_snapshot,,,,,,,M03,Immutable current/historical profiles | Ссылка на exact document/parse/review/profile versions,,,Immutable current/historical profiles | Ссылка на exact document/parse/review/profile versions,,,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,§8.1 Сущности,SRC-DOC-M03-P-00311,Сущность: credit_report_profile_snapshot; Назначение: Immutable current/historical profiles; Ключевой инвариант: Ссылка на exact document/parse/review/profile versions
DC-M03-CAN-0028,M03,credit_report,credit_report_reconciliation_check,credit_report.credit_report_reconciliation_check,,,,,,VERIFIED,M03,Одна проверка итогов | Все critical checks PASS/WAIVED до verified snapshot,,Одна проверка итогов | Все critical checks PASS/WAIVED до verified snapshot,,,,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,§8.1 Сущности,SRC-DOC-M03-P-00310,Сущность: credit_report_reconciliation_check; Назначение: Одна проверка итогов; Ключевой инвариант: Все critical checks PASS/WAIVED до verified snapshot
DC-M03-CAN-0029,M03,credit_report,credit_report_summary_fact,credit_report.credit_report_summary_fact,,,,,,,M03,Напечатанные итоги/ПКР | Не CASA calculation,Напечатанные итоги/ПКР | Не CASA calculation,,,,,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,§8.1 Сущности,SRC-DOC-M03-P-00300,Сущность: credit_report_summary_fact; Назначение: Напечатанные итоги/ПКР; Ключевой инвариант: Не CASA calculation
DC-M03-CAN-0030,M03,participant,Владелец отчёта,participant.владелец_отчёта,,,,TRUE,,,M03,Всегда | Сверить маскированные ФИО/идентификатор с participant,,,,,,CASA_Pro_Credit_History_Engine_Final_Spec_KZ_2026-08-21,§13.1 Что подтверждает риелтор,SRC-DOC-M03-P-00474,"Объект: Владелец отчёта; Обязательно, если: Всегда; Действие: Сверить маскированные ФИО/идентификатор с participant"
DC-M04-CAN-0001,M04,external_source_registry,legal_basis_refs,external_source_registry.legal_basis_refs,,,,,,,M04,source registry IDs + effective dates,,,,TRUE,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,§10.2 Output contract,SRC-DOC-M04-P-00394,Поле: legal_basis_refs; Семантика: source registry IDs + effective dates
DC-M04-CAN-0002,M04,participant,pension_contribution_document,participant.pension_contribution_document,,,,,,,M04,Логический загруженный документ | participant/case/consent/purpose,,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,§5 Каноническая модель данных,SRC-DOC-M04-P-00172,Entity: pension_contribution_document; Назначение: Логический загруженный документ; Ключевой контракт: participant/case/consent/purpose
DC-M04-CAN-0003,M04,pension_contribution_row,amount,pension_contribution_row.amount,,FieldValue<Money>,,,,ZERO,M04,FieldValue<Money> | Да | Decimal string; explicit zero distinct,,FieldValue<Money> | Да | Decimal string; explicit zero distinct,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,§5.2 Canonical contribution_record,SRC-DOC-M04-P-00212,Поле: amount; Тип: FieldValue<Money>; Critical: Да; Правило: Decimal string; explicit zero distinct
DC-M04-CAN-0004,M04,pension_contribution_row,contribution_period,pension_contribution_row.contribution_period,,,MONTH,,,,M04,FieldValue<month> | Да | Raw MMYYYY → YYYY-MM; never header period,,FieldValue<month> | Да | Raw MMYYYY → YYYY-MM; never header period,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,§5.2 Canonical contribution_record,SRC-DOC-M04-P-00201,Поле: contribution_period; Тип: FieldValue<month>; Critical: Да; Правило: Raw MMYYYY → YYYY-MM; never header period
DC-M04-CAN-0005,M04,pension_contribution_row,contribution_record,pension_contribution_row.contribution_record,,,,,,,M04,Одна напечатанная строка | N per parse; evidence + field envelopes,,,,TRUE,TRUE,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,§5 Каноническая модель данных,SRC-DOC-M04-P-00175,Entity: contribution_record; Назначение: Одна напечатанная строка; Ключевой контракт: N per parse; evidence + field envelopes
DC-M04-CAN-0006,M04,pension_contribution_row,contribution_type,pension_contribution_row.contribution_type,,enum,,,TRUE,UNKNOWN,M04,enum | Да | OPV/OPPV/OPVR/DPV/PENALTY_*/UNKNOWN,,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,§5.2 Canonical contribution_record,SRC-DOC-M04-P-00198,Поле: contribution_type; Тип: enum; Critical: Да; Правило: OPV/OPPV/OPVR/DPV/PENALTY_*/UNKNOWN
DC-M04-CAN-0007,M04,pension_contribution_row,correction_or_return_reference,pension_contribution_row.correction_or_return_reference,,string?,,,,,M04,string? | Нет | Link to original if source proves,,,,TRUE,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,"§5.3 contribution_record — quality, effect и evidence",SRC-DOC-M04-P-00224,Поле: correction_or_return_reference; Тип: string?; Critical: Нет; Правило: Link to original if source proves
DC-M04-CAN-0008,M04,pension_contribution_row,critical_field_status,pension_contribution_row.critical_field_status,,enum,,,,FAILED,M04,enum | Да | PASS/NEEDS_REVIEW/FAILED,,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,"§5.3 contribution_record — quality, effect и evidence",SRC-DOC-M04-P-00228,Поле: critical_field_status; Тип: enum; Critical: Да; Правило: PASS/NEEDS_REVIEW/FAILED
DC-M04-CAN-0009,M04,pension_contribution_row,currency,pension_contribution_row.currency,,string,KZT,,TRUE,UNKNOWN,M04,string | Да | KZT when printed/template-proven; otherwise UNKNOWN,,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,§5.2 Canonical contribution_record,SRC-DOC-M04-P-00213,Поле: currency; Тип: string; Critical: Да; Правило: KZT when printed/template-proven; otherwise UNKNOWN
DC-M04-CAN-0010,M04,pension_contribution_row,direction,pension_contribution_row.direction,,enum,,,TRUE,UNKNOWN,M04,enum | Нет | CREDIT/DEBIT/UNKNOWN; не выводить из знака без rule,enum | Нет | CREDIT/DEBIT/UNKNOWN; не выводить из знака без rule,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,"§5.3 contribution_record — quality, effect и evidence",SRC-DOC-M04-P-00220,Поле: direction; Тип: enum; Critical: Нет; Правило: CREDIT/DEBIT/UNKNOWN; не выводить из знака без rule
DC-M04-CAN-0011,M04,pension_contribution_row,document_date,pension_contribution_row.document_date,,FieldValue<date>,,,,,M04,FieldValue<date> | Да | Дата документа/платежа в строке,,FieldValue<date> | Да | Дата документа/платежа в строке,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,§5.2 Canonical contribution_record,SRC-DOC-M04-P-00205,Поле: document_date; Тип: FieldValue<date>; Critical: Да; Правило: Дата документа/платежа в строке
DC-M04-CAN-0012,M04,pension_contribution_row,document_version_id,pension_contribution_row.document_version_id,,string,,,,,M04,string | Да | Exact provenance,,,string | Да | Exact provenance,TRUE,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,§5.2 Canonical contribution_record,SRC-DOC-M04-P-00196,Поле: document_version_id / parse_run_id; Тип: string; Critical: Да; Правило: Exact provenance
DC-M04-CAN-0013,M04,pension_contribution_row,duplicate_of_record_id,pension_contribution_row.duplicate_of_record_id,,string?,,,,,M04,string? | Нет | Только deterministic/reviewer decision,,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,"§5.3 contribution_record — quality, effect и evidence",SRC-DOC-M04-P-00223,Поле: duplicate_of_record_id; Тип: string?; Critical: Нет; Правило: Только deterministic/reviewer decision
DC-M04-CAN-0014,M04,pension_contribution_row,duplicate_status,pension_contribution_row.duplicate_status,,enum,,,,CONFIRMED,M04,enum | Да | UNIQUE/EXTRACTION_DUPLICATE/CANDIDATE/CONFIRMED,,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,"§5.3 contribution_record — quality, effect и evidence",SRC-DOC-M04-P-00222,Поле: duplicate_status; Тип: enum; Critical: Да; Правило: UNIQUE/EXTRACTION_DUPLICATE/CANDIDATE/CONFIRMED
DC-M04-CAN-0015,M04,pension_contribution_row,evidence_id,pension_contribution_row.evidence_id,,string,,,,,M04,string | Да | Encrypted crop/text span; evidence hash,,,,TRUE,TRUE,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,"§5.3 contribution_record — quality, effect и evidence",SRC-DOC-M04-P-00227,Поле: evidence_id; Тип: string; Critical: Да; Правило: Encrypted crop/text span; evidence hash
DC-M04-CAN-0016,M04,pension_contribution_row,parse_run_id,pension_contribution_row.parse_run_id,,string,,,,,M04,string | Да | Exact provenance,,,string | Да | Exact provenance,TRUE,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,§5.2 Canonical contribution_record,SRC-DOC-M04-P-00196,Поле: document_version_id / parse_run_id; Тип: string; Critical: Да; Правило: Exact provenance
DC-M04-CAN-0017,M04,pension_contribution_row,payment_class,pension_contribution_row.payment_class,,enum,,,TRUE,UNKNOWN,M04,enum | Да | CONTRIBUTION/PENALTY/UNKNOWN,,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,§5.2 Canonical contribution_record,SRC-DOC-M04-P-00200,Поле: payment_class; Тип: enum; Critical: Да; Правило: CONTRIBUTION/PENALTY/UNKNOWN
DC-M04-CAN-0018,M04,pension_contribution_row,payment_code,pension_contribution_row.payment_code,,FieldValue<string>,,,,ZERO,M04,FieldValue<string> | Да | 3-digit normalized KNP; leading zero,,FieldValue<string> | Да | 3-digit normalized KNP; leading zero,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,§5.2 Canonical contribution_record,SRC-DOC-M04-P-00199,Поле: payment_code; Тип: FieldValue<string>; Critical: Да; Правило: 3-digit normalized KNP; leading zero
DC-M04-CAN-0019,M04,pension_contribution_row,processing_effect,pension_contribution_row.processing_effect,,enum,,,TRUE,UNKNOWN,M04,enum | Да | EFFECTIVE/EXCLUDED/UNKNOWN,,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,"§5.3 contribution_record — quality, effect и evidence",SRC-DOC-M04-P-00219,Поле: processing_effect; Тип: enum; Critical: Да; Правило: EFFECTIVE/EXCLUDED/UNKNOWN
DC-M04-CAN-0020,M04,pension_contribution_row,received_date,pension_contribution_row.received_date,,FieldValue<date>,,,,,M04,FieldValue<date> | Да | Дата фактического поступления,,FieldValue<date> | Да | Дата фактического поступления,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,§5.2 Canonical contribution_record,SRC-DOC-M04-P-00202,Поле: received_date; Тип: FieldValue<date>; Critical: Да; Правило: Дата фактического поступления
DC-M04-CAN-0021,M04,pension_contribution_row,recipient_identifier,pension_contribution_row.recipient_identifier,,FieldValue<string>,,,,VERIFIED,M04,FieldValue<string> | Нет | Only if printed/verified registry mapping,,FieldValue<string> | Нет | Only if printed/verified registry mapping,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,§5.2 Canonical contribution_record,SRC-DOC-M04-P-00211,Поле: recipient_identifier; Тип: FieldValue<string>; Critical: Нет; Правило: Only if printed/verified registry mapping
DC-M04-CAN-0022,M04,pension_contribution_row,recipient_name,pension_contribution_row.recipient_name,,FieldValue<string>,,,,,M04,FieldValue<string> | Да | Printed recipient,,FieldValue<string> | Да | Printed recipient,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,§5.2 Canonical contribution_record,SRC-DOC-M04-P-00210,Поле: recipient_name; Тип: FieldValue<string>; Critical: Да; Правило: Printed recipient
DC-M04-CAN-0023,M04,pension_contribution_row,record_id,pension_contribution_row.record_id,,string,,,,,M04,string | Да | Immutable ID source row,,,string | Да | Immutable ID source row,TRUE,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,§5.2 Canonical contribution_record,SRC-DOC-M04-P-00195,Поле: record_id; Тип: string; Critical: Да; Правило: Immutable ID source row
DC-M04-CAN-0024,M04,pension_contribution_row,registry_versions,pension_contribution_row.registry_versions,,object,,,,,M04,object | Да | template/KNP/status/rate dictionaries,,,object | Да | template/KNP/status/rate dictionaries,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,"§5.3 contribution_record — quality, effect и evidence",SRC-DOC-M04-P-00231,Поле: registry_versions; Тип: object; Critical: Да; Правило: template/KNP/status/rate dictionaries
DC-M04-CAN-0025,M04,pension_contribution_row,reviewer_decision_id,pension_contribution_row.reviewer_decision_id,,string?,,,,,M04,string? | Нет | Reason + actor + timestamp + before/after hash,,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,"§5.3 contribution_record — quality, effect и evidence",SRC-DOC-M04-P-00230,Поле: reviewer_decision_id; Тип: string?; Critical: Нет; Правило: Reason + actor + timestamp + before/after hash
DC-M04-CAN-0026,M04,pension_contribution_row,row_fingerprint,pension_contribution_row.row_fingerprint,,,,,,,M04,sha256 | Да | Full reviewed field tuple,,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,"§5.3 contribution_record — quality, effect и evidence",SRC-DOC-M04-P-00221,Поле: row_fingerprint; Тип: sha256; Critical: Да; Правило: Full reviewed field tuple
DC-M04-CAN-0027,M04,pension_contribution_row,row_review_status,pension_contribution_row.row_review_status,,enum,,,,,M04,enum | Да | EXTRACTED/NEEDS_REVIEW/ACCEPTED/CORRECTED/REJECTED,,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,"§5.3 contribution_record — quality, effect и evidence",SRC-DOC-M04-P-00229,Поле: row_review_status; Тип: enum; Critical: Да; Правило: EXTRACTED/NEEDS_REVIEW/ACCEPTED/CORRECTED/REJECTED
DC-M04-CAN-0028,M04,pension_contribution_row,sender_identifier,pension_contribution_row.sender_identifier,,FieldValue<string>,,,,,M04,FieldValue<string> | Да | 12 digits in fixture; do not coerce number,,FieldValue<string> | Да | 12 digits in fixture; do not coerce number,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,§5.2 Canonical contribution_record,SRC-DOC-M04-P-00207,Поле: sender_identifier; Тип: FieldValue<string>; Critical: Да; Правило: 12 digits in fixture; do not coerce number
DC-M04-CAN-0029,M04,pension_contribution_row,sender_name,pension_contribution_row.sender_name,,FieldValue<string>,,,,,M04,FieldValue<string> | Да | Display only; exact raw preserved,,FieldValue<string> | Да | Display only; exact raw preserved,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,§5.2 Canonical contribution_record,SRC-DOC-M04-P-00206,Поле: sender_name; Тип: FieldValue<string>; Critical: Да; Правило: Display only; exact raw preserved
DC-M04-CAN-0030,M04,pension_contribution_row,sender_role,pension_contribution_row.sender_role,,,,,,,M04,const | Да | CONTRIBUTION_SENDER; not EMPLOYER,,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,§5.2 Canonical contribution_record,SRC-DOC-M04-P-00209,Поле: sender_role; Тип: const; Critical: Да; Правило: CONTRIBUTION_SENDER; not EMPLOYER
DC-M04-CAN-0031,M04,pension_contribution_row,sender_type_if_known,pension_contribution_row.sender_type_if_known,,enum,,,TRUE,UNKNOWN,M04,enum | Нет | IP/LEGAL_ENTITY/PHYSICAL_PERSON/PLATFORM/UNKNOWN,,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,§5.2 Canonical contribution_record,SRC-DOC-M04-P-00208,Поле: sender_type_if_known; Тип: enum; Critical: Нет; Правило: IP/LEGAL_ENTITY/PHYSICAL_PERSON/PLATFORM/UNKNOWN
DC-M04-CAN-0032,M04,pension_contribution_row,sent_date,pension_contribution_row.sent_date,,FieldValue<date>,,,,,M04,FieldValue<date> | Да | Дата отправки; distinct,,FieldValue<date> | Да | Дата отправки; distinct,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,§5.2 Canonical contribution_record,SRC-DOC-M04-P-00203,Поле: sent_date; Тип: FieldValue<date>; Critical: Да; Правило: Дата отправки; distinct
DC-M04-CAN-0033,M04,pension_contribution_row,source_amount,pension_contribution_row.source_amount,,Money + contribution_record_ids,,,,,M04,Money + contribution_record_ids,,,,TRUE,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,§10.2 Output contract,SRC-DOC-M04-P-00386,Поле: source_amount; Семантика: Money + contribution_record_ids
DC-M04-CAN-0034,M04,pension_contribution_row,source_bbox,pension_contribution_row.source_bbox,,,,,,,M04,BBox | Да | Normalized x/y/w/h + rotation,,,,TRUE,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,"§5.3 contribution_record — quality, effect и evidence",SRC-DOC-M04-P-00226,Поле: source_bbox; Тип: BBox; Critical: Да; Правило: Normalized x/y/w/h + rotation
DC-M04-CAN-0035,M04,pension_contribution_row,source_document_number,pension_contribution_row.source_document_number,,FieldValue<string>,,,,,M04,FieldValue<string> | Нет | Transaction/document sequence; dedup key,,FieldValue<string> | Нет | Transaction/document sequence; dedup key,,TRUE,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,§5.2 Canonical contribution_record,SRC-DOC-M04-P-00204,Поле: source_document_number; Тип: FieldValue<string>; Critical: Нет; Правило: Transaction/document sequence; dedup key
DC-M04-CAN-0036,M04,pension_contribution_row,source_page,pension_contribution_row.source_page,,integer,,,,,M04,integer | Да | 1…document.page_count,,,,TRUE,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,"§5.3 contribution_record — quality, effect и evidence",SRC-DOC-M04-P-00225,Поле: source_page; Тип: integer; Critical: Да; Правило: 1…document.page_count
DC-M04-CAN-0037,M04,pension_contribution_row,source_row_index,pension_contribution_row.source_row_index,,integer,,,,,M04,integer | Да | 1-based reading order after page map,,,,TRUE,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,§5.2 Canonical contribution_record,SRC-DOC-M04-P-00197,Поле: source_row_index; Тип: integer; Critical: Да; Правило: 1-based reading order after page map
DC-M04-CAN-0038,M04,pension_contribution_row,source_status,pension_contribution_row.source_status,,enum,,,TRUE,UNKNOWN,M04,enum | Да | PROCESSED/RETURNED/REVERSED/REJECTED/UNKNOWN,,,,TRUE,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,"§5.3 contribution_record — quality, effect и evidence",SRC-DOC-M04-P-00218,Поле: source_status; Тип: enum; Critical: Да; Правило: PROCESSED/RETURNED/REVERSED/REJECTED/UNKNOWN
DC-M04-CAN-0039,M04,pension_contribution_row,source_status_raw,pension_contribution_row.source_status_raw,,string,,,,,M04,string | Да | Напечатанное значение,,,,TRUE,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,"§5.3 contribution_record — quality, effect и evidence",SRC-DOC-M04-P-00217,Поле: source_status_raw; Тип: string; Critical: Да; Правило: Напечатанное значение
DC-M04-CAN-0040,M04,pension_document,base_estimate,pension_document.base_estimate,,,,,,,M04,Conditional mathematical estimate | rate-context + limitations,,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,§5 Каноническая модель данных,SRC-DOC-M04-P-00181,Entity: base_estimate; Назначение: Conditional mathematical estimate; Ключевой контракт: rate-context + limitations
DC-M04-CAN-0041,M04,pension_document,contribution_month,pension_document.contribution_month,,,MONTH,,,,M04,Месячный bucket | derived from effective reviewed records + coverage,,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,§5 Каноническая модель данных,SRC-DOC-M04-P-00176,Entity: contribution_month; Назначение: Месячный bucket; Ключевой контракт: derived from effective reviewed records + coverage
DC-M04-CAN-0042,M04,pension_document,contribution_profile,pension_document.contribution_profile,,,,,,,M04,Neutral metrics + signals | formula/version/input IDs,,,Neutral metrics + signals | formula/version/input IDs,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,§5 Каноническая модель данных,SRC-DOC-M04-P-00180,Entity: contribution_profile; Назначение: Neutral metrics + signals; Ключевой контракт: formula/version/input IDs
DC-M04-CAN-0043,M04,pension_document,document_version,pension_document.document_version,,,,,,,M04,Immutable original PDF + SHA-256 + technical metadata | 1 document → N versions,,,Immutable original PDF + SHA-256 + technical metadata | 1 document → N versions,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,§5 Каноническая модель данных,SRC-DOC-M04-P-00173,Entity: document_version; Назначение: Immutable original PDF + SHA-256 + technical metadata; Ключевой контракт: 1 document → N versions
DC-M04-CAN-0044,M04,pension_document,parse_run,pension_document.parse_run,,,,,,,M04,Parser/template/OCR run | N runs per version; raw output immutable,,,Parser/template/OCR run | N runs per version; raw output immutable,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,§5 Каноническая модель данных,SRC-DOC-M04-P-00174,Entity: parse_run; Назначение: Parser/template/OCR run; Ключевой контракт: N runs per version; raw output immutable
DC-M04-CAN-0045,M04,pension_document,profile_snapshot,pension_document.profile_snapshot,,,,,,,M04,Published immutable payload | exact versions/hash/evidence manifest,,,Published immutable payload | exact versions/hash/evidence manifest,TRUE,TRUE,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,§5 Каноническая модель данных,SRC-DOC-M04-P-00182,Entity: profile_snapshot; Назначение: Published immutable payload; Ключевой контракт: exact versions/hash/evidence manifest
DC-M04-CAN-0046,M04,pension_sender,aliases,pension_sender.aliases,,,,,,,M04,raw names and normalized aliases,,,,,,03_CASA_Pro_Pension_Contribution_Engine_Final_Spec_KZ_2026-08-21,§8 Sender history,SRC-DOC-M04-P-00333,Поле: sender_name / aliases; Семантика: raw names and normalized aliases
