extract_id,document_id,module_id,source_document,source_version,source_section,source_type,source_order,raw_text,table_name,row_or_item,notes
SRC-DOC-M02-P-00479,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§11 Юридические вопросы до production,TABLE_ROW,179.2,"[""J-02"",""Согласие"",""RU/KZ текст для конкретной цели и manifest источников; identity assurance; отзыв; повторное согласие при расширении полей.""]",11. Юридические вопросы до production,table:39:row:2,"headers=[""ID"",""Тема"",""Что должен письменно утвердить юрист Казахстана""]"
SRC-DOC-M02-P-00480,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§11 Юридические вопросы до production,TABLE_ROW,179.3,"[""J-03"",""Открытые данные"",""Допустимо ли коммерческое точечное использование АИС ОИП/КГД по ИИН и какие terms/атрибуция/лимиты применяются.""]",11. Юридические вопросы до production,table:39:row:3,"headers=[""ID"",""Тема"",""Что должен письменно утвердить юрист Казахстана""]"
SRC-DOC-M02-P-00481,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§11 Юридические вопросы до production,TABLE_ROW,179.4,"[""J-04"",""КДП/eGov"",""Когда CASA consent недостаточно и требуется транзакционное подтверждение через государственный сервис контроля доступа.""]",11. Юридические вопросы до production,table:39:row:4,"headers=[""ID"",""Тема"",""Что должен письменно утвердить юрист Казахстана""]"
SRC-DOC-M02-P-00482,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§11 Юридические вопросы до production,TABLE_ROW,179.5,"[""J-05"",""API-доступ"",""Письменное подтверждение КГД/НИТ/МЮ по токенам, SLA, rate limits, допустимому purpose и отсутствию/наличию договора.""]",11. Юридические вопросы до production,table:39:row:5,"headers=[""ID"",""Тема"",""Что должен письменно утвердить юрист Казахстана""]"
SRC-DOC-M02-P-00483,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§11 Юридические вопросы до production,TABLE_ROW,179.6,"[""J-06"",""Банкротство"",""Можно ли обрабатывать full-list API; до ответа bulk ingestion запрещён. Желателен точечный endpoint по ИИН.""]",11. Юридические вопросы до production,table:39:row:6,"headers=[""ID"",""Тема"",""Что должен письменно утвердить юрист Казахстана""]"
SRC-DOC-M02-P-00484,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§11 Юридические вопросы до production,TABLE_ROW,179.7,"[""J-07"",""Локализация"",""KZ region для primary DB, evidence, logs, backups, monitoring; отдельный cross-border data-flow review. [S01]""]",11. Юридические вопросы до production,table:39:row:7,"headers=[""ID"",""Тема"",""Что должен письменно утвердить юрист Казахстана""]"
SRC-DOC-M02-P-00485,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§11 Юридические вопросы до production,TABLE_ROW,179.8,"[""J-08"",""Retention"",""Сроки normalized facts, manual evidence, audit и удаление после отзыва/закрытия дела; legal hold.""]",11. Юридические вопросы до production,table:39:row:8,"headers=[""ID"",""Тема"",""Что должен письменно утвердить юрист Казахстана""]"
SRC-DOC-M02-P-00486,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§11 Юридические вопросы до production,TABLE_ROW,179.9,"[""J-09"",""Третьи лица"",""Удаление/маскирование ИИН взыскателей, нотариусов, исполнителей, совладельцев и иных лиц из ответов.""]",11. Юридические вопросы до production,table:39:row:9,"headers=[""ID"",""Тема"",""Что должен письменно утвердить юрист Казахстана""]"
SRC-DOC-M02-P-00487,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§11 Юридические вопросы до production,TABLE_ROW,179.10,"[""J-10"",""Профилирование"",""Допустимость adverse CASA signals, объяснимость, право клиента оспорить факт, запрет solely automated adverse decision.""]",11. Юридические вопросы до production,table:39:row:10,"headers=[""ID"",""Тема"",""Что должен письменно утвердить юрист Казахстана""]"
SRC-DOC-M02-P-00488,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§11 Юридические вопросы до production,TABLE_ROW,179.11,"[""J-11"",""Ручной оператор"",""Полномочие риелтора выполнять публичный поиск по согласию клиента и использовать eGov third-party service.""]",11. Юридические вопросы до production,table:39:row:11,"headers=[""ID"",""Тема"",""Что должен письменно утвердить юрист Казахстана""]"
SRC-DOC-M02-P-00489,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§11 Юридические вопросы до production,TABLE_ROW,179.12,"[""J-12"",""Инциденты"",""Уведомление, журналирование, access reviews, breach response и security controls для restricted data.""]",11. Юридические вопросы до production,table:39:row:12,"headers=[""ID"",""Тема"",""Что должен письменно утвердить юрист Казахстана""]"
SRC-DOC-M02-P-00490,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§11 Юридические вопросы до production,TABLE_ROW,180.0,"[""Launch gate\nПока J-01—J-09 не закрыты, автоматические коннекторы остаются `enabled=false`, даже если разработчик получил рабочий токен.""]",11. Юридические вопросы до production,table:40:row:0,"headers=[""Launch gate\nПока J-01—J-09 не закрыты, автоматические коннекторы остаются `enabled=false`, даже если разработчик получил рабочий токен.""]"
SRC-DOC-M02-P-00491,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§12 Реестр официальных источников,HEADING,181,12. Реестр официальных источников,,paragraph:181,style=Heading 1
SRC-DOC-M02-P-00492,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§12 Реестр официальных источников,PARAGRAPH,182,Все ссылки проверены на дату 21.08.2026. Коммерческие публикации не использовались как доказательство доступности или правового режима.,,paragraph:182,style=Normal
SRC-DOC-M02-P-00493,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§12 Реестр официальных источников,TABLE_HEADER,183.0,"[""ID"",""Официальный источник"",""Что подтверждает""]",12. Реестр официальных источников,table:41:row:0,"headers=[""ID"",""Официальный источник"",""Что подтверждает""]"
SRC-DOC-M02-P-00494,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§12 Реестр официальных источников,TABLE_ROW,183.1,"[""S01"",""Закон РК «О персональных данных и их защите» • проверено 21.08.2026"",""Согласие, доступ, хранение и защита персональных данных.""]",12. Реестр официальных источников,table:41:row:1,"headers=[""ID"",""Официальный источник"",""Что подтверждает""]"
SRC-DOC-M02-P-00495,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§12 Реестр официальных источников,TABLE_ROW,183.2,"[""S02"",""Цифровой кодекс Республики Казахстан • проверено 21.08.2026"",""Актуальная цифровая правовая рамка; требуется отдельное толкование юриста.""]",12. Реестр официальных источников,table:41:row:2,"headers=[""ID"",""Официальный источник"",""Что подтверждает""]"
SRC-DOC-M02-P-00496,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§12 Реестр официальных источников,TABLE_ROW,183.3,"[""S03"",""АРРФР: ИИН относится к персональным данным ограниченного доступа • проверено 21.08.2026"",""ИИН — персональные данные ограниченного доступа.""]",12. Реестр официальных источников,table:41:row:3,"headers=[""ID"",""Официальный источник"",""Что подтверждает""]"
SRC-DOC-M02-P-00497,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§12 Реестр официальных источников,TABLE_ROW,183.4,"[""S04"",""Правила формирования ИИН: контрольный 12-й разряд • проверено 21.08.2026"",""12-й контрольный разряд ИИН; input validation.""]",12. Реестр официальных источников,table:41:row:4,"headers=[""ID"",""Официальный источник"",""Что подтверждает""]"
SRC-DOC-M02-P-00498,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§12 Реестр официальных источников,TABLE_ROW,183.5,"[""S05"",""Открытые данные eGov: реестр должников по исполнительным производствам • проверено 21.08.2026"",""Владелец/статус/URL АИС ОИП dataset, обновление по мере необходимости.""]",12. Реестр официальных источников,table:41:row:5,"headers=[""ID"",""Официальный источник"",""Что подтверждает""]"
SRC-DOC-M02-P-00499,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§12 Реестр официальных источников,TABLE_ROW,183.6,"[""S06"",""Открытые данные eGov: документация сервиса АИС ОИП • проверено 21.08.2026"",""SOAP API, iinOrBin, поля и no-match SCSE001.""]",12. Реестр официальных источников,table:41:row:6,"headers=[""ID"",""Официальный источник"",""Что подтверждает""]"
SRC-DOC-M02-P-00500,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§12 Реестр официальных источников,TABLE_ROW,183.7,"[""S07"",""Открытые данные eGov: API key и пользовательское соглашение • проверено 21.08.2026"",""API key и принятие пользовательского соглашения Open Data.""]",12. Реестр официальных источников,table:41:row:7,"headers=[""ID"",""Официальный источник"",""Что подтверждает""]"
SRC-DOC-M02-P-00501,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§12 Реестр официальных источников,TABLE_ROW,183.8,"[""S08"",""АИС ОИП: официальный реестр должников • проверено 21.08.2026"",""Ручной официальный реестр должников.""]",12. Реестр официальных источников,table:41:row:8,"headers=[""ID"",""Официальный источник"",""Что подтверждает""]"
SRC-DOC-M02-P-00502,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§12 Реестр официальных источников,TABLE_ROW,183.9,"[""S09"",""ЕНИС: проверка исполнительной надписи • проверено 21.08.2026"",""Поиск исполнительной надписи по ИИН/БИН и CAPTCHA.""]",12. Реестр официальных источников,table:41:row:9,"headers=[""ID"",""Официальный источник"",""Что подтверждает""]"
SRC-DOC-M02-P-00503,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§12 Реестр официальных источников,TABLE_ROW,183.10,"[""S10"",""КГД: API «Поиск налогоплательщика» • проверено 21.08.2026"",""KGD taxpayer API, X-Portal-Token, FL/IP/LZCHP fields/errors.""]",12. Реестр официальных источников,table:41:row:10,"headers=[""ID"",""Официальный источник"",""Что подтверждает""]"
SRC-DOC-M02-P-00504,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§12 Реестр официальных источников,TABLE_ROW,183.11,"[""S11"",""КГД: «Сведения по контрагентам» и ссылка на API открытых данных • проверено 21.08.2026"",""KGD counterparty open-data API и поля профиля.""]",12. Реестр официальных источников,table:41:row:11,"headers=[""ID"",""Официальный источник"",""Что подтверждает""]"
SRC-DOC-M02-P-00505,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§12 Реестр официальных источников,TABLE_ROW,183.12,"[""S12"",""КГД: API «Сведения об отсутствии (наличии) налоговой задолженности» • проверено 21.08.2026"",""Tax debt API, X-Portal-Token + personalAccountToken, суммы/даты/errors.""]",12. Реестр официальных источников,table:41:row:12,"headers=[""ID"",""Официальный источник"",""Что подтверждает""]"
SRC-DOC-M02-P-00506,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§12 Реестр официальных источников,TABLE_ROW,183.13,"[""S13"",""eGov: сервис получения справок третьими лицами • проверено 21.08.2026"",""Third-party eGov request, ИИН и клиентское подтверждение в течение 2 часов.""]",12. Реестр официальных источников,table:41:row:13,"headers=[""ID"",""Официальный источник"",""Что подтверждает""]"
SRC-DOC-M02-P-00507,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§12 Реестр официальных источников,TABLE_ROW,183.14,"[""S14"",""КГД: API списка граждан по внесудебному банкротству • проверено 21.08.2026"",""Пагинированный API списка внесудебного банкротства.""]",12. Реестр официальных источников,table:41:row:14,"headers=[""ID"",""Официальный источник"",""Что подтверждает""]"
SRC-DOC-M02-P-00508,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§12 Реестр официальных источников,TABLE_ROW,183.15,"[""S15"",""КГД: API списка граждан по судебным процедурам • проверено 21.08.2026"",""Пагинированный API судебных процедур и поля статуса/dates.""]",12. Реестр официальных источников,table:41:row:15,"headers=[""ID"",""Официальный источник"",""Что подтверждает""]"
SRC-DOC-M02-P-00509,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§12 Реестр официальных источников,TABLE_ROW,183.16,"[""S16"",""Закон РК «О восстановлении платежеспособности и банкротстве граждан» • проверено 21.08.2026"",""Правовая классификация банкротства/восстановления платёжеспособности.""]",12. Реестр официальных источников,table:41:row:16,"headers=[""ID"",""Официальный источник"",""Что подтверждает""]"
SRC-DOC-M02-P-00510,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§12 Реестр официальных источников,TABLE_ROW,183.17,"[""S17"",""КГД: раздел о восстановлении платежеспособности и банкротстве граждан • проверено 21.08.2026"",""Официальные центральные списки граждан КГД.""]",12. Реестр официальных источников,table:41:row:17,"headers=[""ID"",""Официальный источник"",""Что подтверждает""]"
SRC-DOC-M02-P-00511,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§12 Реестр официальных источников,TABLE_ROW,183.18,"[""S18"",""КГД: сведения о приостановлении/возобновлении налоговой отчётности • проверено 21.08.2026"",""Tax-report suspension service и authorization/KDP access.""]",12. Реестр официальных источников,table:41:row:18,"headers=[""ID"",""Официальный источник"",""Что подтверждает""]"
SRC-DOC-M02-P-00512,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§12 Реестр официальных источников,TABLE_ROW,183.19,"[""S19"",""eGov: сведения об участии физлица в юридических лицах • проверено 21.08.2026"",""Клиентская справка об участии в юрлицах; ЭЦП/OTP.""]",12. Реестр официальных источников,table:41:row:19,"headers=[""ID"",""Официальный источник"",""Что подтверждает""]"
SRC-DOC-M02-P-00513,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§12 Реестр официальных источников,TABLE_ROW,183.20,"[""S20"",""eGov: сведения о правах и обременениях на недвижимость (Форма-2) • проверено 21.08.2026"",""Клиентская справка о правах/обременениях; ЭЦП/OTP.""]",12. Реестр официальных источников,table:41:row:20,"headers=[""ID"",""Официальный источник"",""Что подтверждает""]"
SRC-DOC-M02-P-00514,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§12 Реестр официальных источников,TABLE_ROW,183.21,"[""S21"",""eGov: регистрация залога движимого имущества / выписка из реестра • проверено 21.08.2026"",""Выписка/регистрация залога движимого имущества; auth/consent.""]",12. Реестр официальных источников,table:41:row:21,"headers=[""ID"",""Официальный источник"",""Что подтверждает""]"
SRC-DOC-M02-P-00515,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§12 Реестр официальных источников,TABLE_ROW,183.22,"[""S22"",""eLicense/eGov: проверка разрешений и лицензий • проверено 21.08.2026"",""Публичный search лицензий по ИИН, без регистрации.""]",12. Реестр официальных источников,table:41:row:22,"headers=[""ID"",""Официальный источник"",""Что подтверждает""]"
SRC-DOC-M02-P-00516,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§12 Реестр официальных источников,TABLE_ROW,183.23,"[""S23"",""Судебный кабинет: Банк судебных актов • проверено 21.08.2026"",""Банк судебных актов и поиск по ИИН/БИН стороны; ограниченный охват.""]",12. Реестр официальных источников,table:41:row:23,"headers=[""ID"",""Официальный источник"",""Что подтверждает""]"
SRC-DOC-M02-P-00517,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§12 Реестр официальных источников,TABLE_ROW,183.24,"[""S24"",""eGov: информация о поступлении и движении средств ЕНПФ • проверено 21.08.2026"",""ЕНПФ через eGov: auth/ЭЦП/OTP и результат услуги.""]",12. Реестр официальных источников,table:41:row:24,"headers=[""ID"",""Официальный источник"",""Что подтверждает""]"
SRC-DOC-M02-P-00518,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§12 Реестр официальных источников,TABLE_ROW,183.25,"[""S25"",""ЕНПФ: направление выписки на зарегистрированный e-mail • проверено 21.08.2026"",""ЕНПФ e-mail service: ИИН + ранее зарегистрированный e-mail.""]",12. Реестр официальных источников,table:41:row:25,"headers=[""ID"",""Официальный источник"",""Что подтверждает""]"
SRC-DOC-M02-P-00519,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§12 Реестр официальных источников,TABLE_ROW,183.26,"[""S26"",""Закон РК «О кредитных бюро и формировании кредитных историй» • проверено 21.08.2026"",""Согласие/право получателя кредитного отчёта.""]",12. Реестр официальных источников,table:41:row:26,"headers=[""ID"",""Официальный источник"",""Что подтверждает""]"
SRC-DOC-M02-P-00520,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§12 Реестр официальных источников,TABLE_ROW,183.27,"[""S27"",""АРРФР: доступ к кредитной истории только с письменного согласия • проверено 21.08.2026"",""Письменное согласие на доступ к кредитной истории.""]",12. Реестр официальных источников,table:41:row:27,"headers=[""ID"",""Официальный источник"",""Что подтверждает""]"
SRC-DOC-M02-P-00521,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§12 Реестр официальных источников,TABLE_ROW,183.28,"[""S28"",""Закон РК «О банках и банковской деятельности» (2026), статья 69 • проверено 21.08.2026"",""Банковская тайна и раскрытие клиенту/третьему лицу по согласию/закону.""]",12. Реестр официальных источников,table:41:row:28,"headers=[""ID"",""Официальный источник"",""Что подтверждает""]"
SRC-DOC-M02-P-00522,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§12 Реестр официальных источников,TABLE_ROW,183.29,"[""S29"",""Правила интеграции цифровых объектов через Smart Bridge • проверено 21.08.2026"",""Заявка/испытания для интеграции цифровых объектов.""]",12. Реестр официальных источников,table:41:row:29,"headers=[""ID"",""Официальный источник"",""Что подтверждает""]"
SRC-DOC-M02-P-00523,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§12 Реестр официальных источников,TABLE_ROW,183.30,"[""S30"",""КГД: API «Поиск неблагонадёжных налогоплательщиков» • проверено 21.08.2026"",""KGD unreliable taxpayer API по токену.""]",12. Реестр официальных источников,table:41:row:30,"headers=[""ID"",""Официальный источник"",""Что подтверждает""]"
SRC-DOC-M02-P-00524,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§12 Реестр официальных источников,TABLE_ROW,183.31,"[""S31"",""КГД: официальный каталог электронных и API-сервисов • проверено 21.08.2026"",""Официальный каталог сервисов КГД.""]",12. Реестр официальных источников,table:41:row:31,"headers=[""ID"",""Официальный источник"",""Что подтверждает""]"
SRC-DOC-M02-P-00525,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§12 Реестр официальных источников,TABLE_ROW,183.32,"[""S32"",""КГД: предстоящие платежи и задолженность ФЛ — доступ через КДП • проверено 21.08.2026"",""Доступ к персональным налоговым данным через КДП.""]",12. Реестр официальных источников,table:41:row:32,"headers=[""ID"",""Официальный источник"",""Что подтверждает""]"
SRC-DOC-M02-P-00526,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§13 ФИНАЛЬНАЯ СПЕЦИФИКАЦИЯ БЛОКА ПРОВЕРКИ ПО ИИН CASA PRO,HEADING,184,13. ФИНАЛЬНАЯ СПЕЦИФИКАЦИЯ БЛОКА ПРОВЕРКИ ПО ИИН CASA PRO,,paragraph:184,style=Heading 1
SRC-DOC-M02-P-00527,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§13 ФИНАЛЬНАЯ СПЕЦИФИКАЦИЯ БЛОКА ПРОВЕРКИ ПО ИИН CASA PRO,TABLE_ROW,185.0,"[""Нормативный статус\nРаздел 13 имеет приоритет как developer handoff. Требования MUST обязательны; любой спор с ранними макетами решается в пользу этого раздела до выпуска новой утверждённой версии.""]",13. ФИНАЛЬНАЯ СПЕЦИФИКАЦИЯ БЛОКА ПРОВЕРКИ ПО ИИН CASA PRO,table:42:row:0,"headers=[""Нормативный статус\nРаздел 13 имеет приоритет как developer handoff. Требования MUST обязательны; любой спор с ранними макетами решается в пользу этого раздела до выпуска новой утверждённой версии.""]"
SRC-DOC-M02-P-00528,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§13.1 Scope и результат,HEADING,186,13.1. Scope и результат,,paragraph:186,style=Heading 2
SRC-DOC-M02-P-00529,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§13.1 Scope и результат,PARAGRAPH,187,Блок MUST проверять конкретного участника ипотечного дела по его ИИН только в официальных разрешённых источниках.,,paragraph:187,style=Normal
SRC-DOC-M02-P-00530,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§13.1 Scope и результат,PARAGRAPH,188,"Блок MUST собирать факты и provenance; MUST NOT подавать заявки в банк, получать банковское решение или изображать найденный факт как запрет/одобрение ипотеки.",,paragraph:188,style=Normal
SRC-DOC-M02-P-00531,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§13.1 Scope и результат,PARAGRAPH,189,Каждый check MUST существовать как отдельный `client_check_result`; общий итог MUST быть coverage-based.,,paragraph:189,style=Normal
SRC-DOC-M02-P-00532,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§13.1 Scope и результат,PARAGRAPH,190,Автоматические коннекторы MUST быть deny-by-default и включаться независимо по `source.code` после legal/access/security approvals.,,paragraph:190,style=Normal
SRC-DOC-M02-P-00533,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§13.2 Manifest v1,HEADING,191,13.2. Manifest v1,,paragraph:191,style=Heading 2
SRC-DOC-M02-P-00534,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§13.2 Manifest v1,TABLE_HEADER,192.0,"[""Класс"",""check_type"",""Канал/статус""]",13.2. Manifest v1,table:43:row:0,"headers=[""Класс"",""check_type"",""Канал/статус""]"
SRC-DOC-M02-P-00535,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§13.2 Manifest v1,TABLE_ROW,192.1,"[""BASE_REQUIRED"",""enforcement_proceedings; exit_restriction"",""AIS OIP official API после gates; иначе manual""]",13.2. Manifest v1,table:43:row:1,"headers=[""Класс"",""check_type"",""Канал/статус""]"
SRC-DOC-M02-P-00536,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§13.2 Manifest v1,TABLE_ROW,192.2,"[""BASE_REQUIRED"",""executive_inscription"",""MANUAL_CHECK_REQUIRED (ЕНИС CAPTCHA)""]",13.2. Manifest v1,table:43:row:2,"headers=[""Класс"",""check_type"",""Канал/статус""]"
SRC-DOC-M02-P-00537,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§13.2 Manifest v1,TABLE_ROW,192.3,"[""BASE_REQUIRED"",""taxpayer_ip_status"",""KGD API после token/legal; иначе manual""]",13.2. Manifest v1,table:43:row:3,"headers=[""Класс"",""check_type"",""Канал/статус""]"
SRC-DOC-M02-P-00538,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§13.2 Manifest v1,TABLE_ROW,192.4,"[""BASE_REQUIRED"",""tax_debt"",""CLIENT_AUTH_REQUIRED / MANUAL_CHECK_REQUIRED""]",13.2. Manifest v1,table:43:row:4,"headers=[""Класс"",""check_type"",""Канал/статус""]"
SRC-DOC-M02-P-00539,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§13.2 Manifest v1,TABLE_ROW,192.5,"[""BASE_REQUIRED"",""bankruptcy_nonjudicial"",""MANUAL_CHECK_REQUIRED до точечного API""]",13.2. Manifest v1,table:43:row:5,"headers=[""Класс"",""check_type"",""Канал/статус""]"
SRC-DOC-M02-P-00540,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§13.2 Manifest v1,TABLE_ROW,192.6,"[""BASE_REQUIRED"",""bankruptcy_judicial_restoration"",""MANUAL_CHECK_REQUIRED до точечного API""]",13.2. Manifest v1,table:43:row:6,"headers=[""Класс"",""check_type"",""Канал/статус""]"
SRC-DOC-M02-P-00541,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§13.2 Manifest v1,TABLE_ROW,192.7,"[""IP_CONDITIONAL"",""kgd_counterparty_profile"",""Только после подтверждённого IP/частной практики""]",13.2. Manifest v1,table:43:row:7,"headers=[""Класс"",""check_type"",""Канал/статус""]"
SRC-DOC-M02-P-00542,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§13.2 Manifest v1,TABLE_ROW,192.8,"[""IP_CONDITIONAL"",""tax_reporting_suspension"",""CLIENT_AUTH_REQUIRED""]",13.2. Manifest v1,table:43:row:8,"headers=[""Класс"",""check_type"",""Канал/статус""]"
SRC-DOC-M02-P-00543,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§13.2 Manifest v1,TABLE_ROW,192.9,"[""CASE_CONDITIONAL"",""legal_entity_participation; property_rights; movable_pledge; license_status"",""Только по обоснованной необходимости и отдельному consent scope""]",13.2. Manifest v1,table:43:row:9,"headers=[""Класс"",""check_type"",""Канал/статус""]"
SRC-DOC-M02-P-00544,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§13.2 Manifest v1,TABLE_ROW,192.10,"[""PROHIBITED"",""court_acts_blanket_screening; credit_history_direct; enpf_direct; bank_data; closed_gov_data"",""NOT_ALLOWED в этом блоке""]",13.2. Manifest v1,table:43:row:10,"headers=[""Класс"",""check_type"",""Канал/статус""]"
SRC-DOC-M02-P-00545,DOC-M02-P,M02,CASA_Pro_IIN_Check_Final_Spec_KZ_2026-08-21,2026-08-21,§13.3 Обязательные MUST/MUST NOT,HEADING,193,13.3. Обязательные MUST/MUST NOT,,paragraph:193,style=Heading 2
